row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm(Trình bày lại),numeric__Số cuối năm,numeric__Số đầu năm(Trình bày lại)
,,,Triệu VND,Triệu VND,,
"Tiền, vàng gửi không kỳ hạn","Tiền, vàng gửi không kỳ hạn","Tiền, vàng gửi không kỳ hạn",328.842.888,262.336.773,328842888.0,262336773.0
- Bằng VND,- Bằng VND,- Bằng VND,291.815.827,223.198.276,291815827.0,223198276.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,37.027.061,39.138.497,37027061.0,39138497.0
"Tiền, vàng gửi có kỳ hạn","Tiền, vàng gửi có kỳ hạn","Tiền, vàng gửi có kỳ hạn",1.346.237.555,1.182.674.020,1346237555.0,1182674020.0
- Bằng VND,- Bằng VND,- Bằng VND,1.298.825.703,1.139.675.930,1298825703.0,1139675930.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,47.411.852,42.998.090,47411852.0,42998090.0
Tiền gửi vốn chuyên dụng,Tiền gửi vốn chuyên dụng,Tiền gửi vốn chuyên dụng,6.934.874,7.487.957,6934874.0,7487957.0
- Bằng VND,- Bằng VND,- Bằng VND,4.911.197,3.754.059,4911197.0,3754059.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,2.023.677,3.733.898,2023677.0,3733898.0
Tiền gửi ký quỹ,Tiền gửi ký quỹ,Tiền gửi ký quỹ,3.538.547,4.311.352,3538547.0,4311352.0
- Bằng VND,- Bằng VND,- Bằng VND,3.233.638,3.819.784,3233638.0,3819784.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,304.909,491.568,304909.0,491568.0
,,,1.685.553.864,1.456.810.102,1685553864.0,1456810102.0
