row_label_raw,row_label_full,Khoản mục,Số đã trình bày trước đó,Điều chỉnh,Số trình bày lại,numeric__Số đã trình bày trước đó,numeric__Điều chỉnh,numeric__Số trình bày lại
BÁO CÁO TÌNH HÌNH TÀI CHÍNH RIÊNG,BÁO CÁO TÌNH HÌNH TÀI CHÍNH RIÊNG,BÁO CÁO TÌNH HÌNH TÀI CHÍNH RIÊNG,BÁO CÁO TÌNH HÌNH TÀI CHÍNH RIÊNG,BÁO CÁO TÌNH HÌNH TÀI CHÍNH RIÊNG,BÁO CÁO TÌNH HÌNH TÀI CHÍNH RIÊNG,,,
Cho vay khách hàng,BÁO CÁO TÌNH HÌNH TÀI CHÍNH RIÊNG > Cho vay khách hàng,Cho vay khách hàng,1.450.909.497,173.152,1.451.082.649,1450909497.0,173152.0,1451082649.0
Dự phòng rủi ro cho vay khách hàng,BÁO CÁO TÌNH HÌNH TÀI CHÍNH RIÊNG > Dự phòng rủi ro cho vay khách hàng,Dự phòng rủi ro cho vay khách hàng,(37.241.003),173.152,(37.067.851),-37241003.0,173152.0,-37067851.0
"Góp vốn, đầu tư dài hạn","BÁO CÁO TÌNH HÌNH TÀI CHÍNH RIÊNG > Góp vốn, đầu tư dài hạn","Góp vốn, đầu tư dài hạn",7.838.152,(10.034),7.828.118,7838152.0,-10034.0,7828118.0
Dự phòng giảm giá đầu tư dài hạn,BÁO CÁO TÌNH HÌNH TÀI CHÍNH RIÊNG > Dự phòng giảm giá đầu tư dài hạn,Dự phòng giảm giá đầu tư dài hạn,(280.471),(10.034),(290.505),-280471.0,-10034.0,-290505.0
Tài sản cố định,BÁO CÁO TÌNH HÌNH TÀI CHÍNH RIÊNG > Tài sản cố định,Tài sản cố định,9.732.206,5.555,9.737.761,9732206.0,5555.0,9737761.0
Tài sản cố định hữu hình,BÁO CÁO TÌNH HÌNH TÀI CHÍNH RIÊNG > Tài sản cố định hữu hình,Tài sản cố định hữu hình,5.409.463,5.555,5.415.018,5409463.0,5555.0,5415018.0
Nguyên giá tài sản cố định,BÁO CÁO TÌNH HÌNH TÀI CHÍNH RIÊNG > Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,13.320.700,5.428,13.326.128,13320700.0,5428.0,13326128.0
Hảo mòn tài sản cố định,BÁO CÁO TÌNH HÌNH TÀI CHÍNH RIÊNG > Hảo mòn tài sản cố định,Hảo mòn tài sản cố định,(7.911.237),127,(7.911.110),-7911237.0,127.0,-7911110.0
Tài sản Có khác,BÁO CÁO TÌNH HÌNH TÀI CHÍNH RIÊNG > Tài sản Có khác,Tài sản Có khác,32.706.300,(114.504),32.591.796,32706300.0,-114504.0,32591796.0
Các khoản phải thu,BÁO CÁO TÌNH HÌNH TÀI CHÍNH RIÊNG > Các khoản phải thu,Các khoản phải thu,21.031.429,(4.557),21.026.872,21031429.0,-4557.0,21026872.0
"Các khoản lãi, phí phải thu","BÁO CÁO TÌNH HÌNH TÀI CHÍNH RIÊNG > Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",10.367.121,(109.947),10.257.174,10367121.0,-109947.0,10257174.0
TỔNG TÀI SẢN,BÁO CÁO TÌNH HÌNH TÀI CHÍNH RIÊNG > TỔNG TÀI SẢN,TỔNG TÀI SẢN,2.080.180.277,54.169,2.080.234.446,2080180277.0,54169.0,2080234446.0
Các khoản nợ khác,BÁO CÁO TÌNH HÌNH TÀI CHÍNH RIÊNG > Các khoản nợ khác,Các khoản nợ khác,36.825.451,127.897,36.953.348,36825451.0,127897.0,36953348.0
Các khoản phải trả và công nợ khác,BÁO CÁO TÌNH HÌNH TÀI CHÍNH RIÊNG > Các khoản phải trả và công nợ khác,Các khoản phải trả và công nợ khác,11.114.691,127.897,11.242.588,11114691.0,127897.0,11242588.0
Vốn và các quỹ,BÁO CÁO TÌNH HÌNH TÀI CHÍNH RIÊNG > Vốn và các quỹ,Vốn và các quỹ,96.781.046,(73.728),96.707.318,96781046.0,-73728.0,96707318.0
Lợi nhuận sau thuế chưa phân phối,BÁO CÁO TÌNH HÌNH TÀI CHÍNH RIÊNG > Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,19.953.539,(73.728),19.879.811,19953539.0,-73728.0,19879811.0
TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,BÁO CÁO TÌNH HÌNH TÀI CHÍNH RIÊNG > TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,2.080.180.277,54.169,2.080.234.446,2080180277.0,54169.0,2080234446.0
CÁC CHỈ TIÊU NGOÀI BÁO CÁO TÌNH HÌNH TÀI CHÍNH RIÊNG,CÁC CHỈ TIÊU NGOÀI BÁO CÁO TÌNH HÌNH TÀI CHÍNH RIÊNG,CÁC CHỈ TIÊU NGOÀI BÁO CÁO TÌNH HÌNH TÀI CHÍNH RIÊNG,CÁC CHỈ TIÊU NGOÀI BÁO CÁO TÌNH HÌNH TÀI CHÍNH RIÊNG,CÁC CHỈ TIÊU NGOÀI BÁO CÁO TÌNH HÌNH TÀI CHÍNH RIÊNG,CÁC CHỈ TIÊU NGOÀI BÁO CÁO TÌNH HÌNH TÀI CHÍNH RIÊNG,,,
Bảo lãnh khác,CÁC CHỈ TIÊU NGOÀI BÁO CÁO TÌNH HÌNH TÀI CHÍNH RIÊNG > Bảo lãnh khác,Bảo lãnh khác,180.286.762,(13.987),180.272.775,180286762.0,-13987.0,180272775.0
Lãi cho vay và phí phải thu chưa thu được,CÁC CHỈ TIÊU NGOÀI BÁO CÁO TÌNH HÌNH TÀI CHÍNH RIÊNG > Lãi cho vay và phí phải thu chưa thu được,Lãi cho vay và phí phải thu chưa thu được,12.816.131,110.008,12.926.139,12816131.0,110008.0,12926139.0
Nợ khó đòi đã xử lý,CÁC CHỈ TIÊU NGOÀI BÁO CÁO TÌNH HÌNH TÀI CHÍNH RIÊNG > Nợ khó đòi đã xử lý,Nợ khó đòi đã xử lý,190.099.033,(3.731),190.095.302,190099033.0,-3731.0,190095302.0
Nợ gốc của các khoản nợ khó đòi đã xử lý,CÁC CHỈ TIÊU NGOÀI BÁO CÁO TÌNH HÌNH TÀI CHÍNH RIÊNG > Nợ gốc của các khoản nợ khó đòi đã xử lý,Nợ gốc của các khoản nợ khó đòi đã xử lý,97.068.071,(3.731),97.064.340,97068071.0,-3731.0,97064340.0
