row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm(Trình bày lại),Số đầu năm(Trình bày lại)_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm(Trình bày lại),numeric__Số đầu năm(Trình bày lại)_1
,,,Triệu VND,%,Triệu VND,%,,,,
Doanh nghiệp nhà nước,Doanh nghiệp nhà nước,Doanh nghiệp nhà nước,239.586.594,"14,21",211.890.147,"14,54",239586594.0,14.21,211890147.0,14.54
Công ty trách nhiệm hữu hạn,Công ty trách nhiệm hữu hạn,Công ty trách nhiệm hữu hạn,80.305.602,"4,76",77.926.041,"5,35",80305602.0,4.76,77926041.0,5.35
Công ty cổ phần,Công ty cổ phần,Công ty cổ phần,137.588.829,"8,16",115.173.841,"7,91",137588829.0,8.16,115173841.0,7.91
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,94.582.396,"5,61",87.019.084,"5,97",94582396.0,5.61,87019084.0,5.97
"Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",868.303.096,"51,51",749.984.482,"51,48",868303096.0,51.51,749984482.0,51.48
Khác,Khác,Khác,265.187.347,"15,75",214.816.507,"14,75",265187347.0,15.75,214816507.0,14.75
,,,1.685.553.864,"100,00",1.456.810.102,"100,00",1685553864.0,100.0,1456810102.0,100.0
