row_label_raw,row_label_full,col_0,Năm nay,Năm trước(Trình bày lại),numeric__Năm nay,numeric__Năm trước(Trình bày lại)
,,,Triệu VND,Triệu VND,,
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,6.429.771,6.422.911,6429771.0,6422911.0
Thu nhập từ nợ xấu đã được xử lý,Thu nhập từ nợ xấu đã được xử lý,Thu nhập từ nợ xấu đã được xử lý,5.277.074,5.639.955,5277074.0,5639955.0
Thu nhập về các công cụ tài chính phải sinh khác,Thu nhập về các công cụ tài chính phải sinh khác,Thu nhập về các công cụ tài chính phải sinh khác,1.014.619,685.317,1014619.0,685317.0
Thu khác,Thu khác,Thu khác,138.078,97.639,138078.0,97639.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,(3.801.510),(2.275.387),-3801510.0,-2275387.0
Chi về các công cụ tài chính phải sinh khác,Chi về các công cụ tài chính phải sinh khác,Chi về các công cụ tài chính phải sinh khác,(1.662.643),(1.041.668),-1662643.0,-1041668.0
Chi hỗ trợ công tác xã hội,Chi hỗ trợ công tác xã hội,Chi hỗ trợ công tác xã hội,(230.101),(274.607),-230101.0,-274607.0
Chi về hoạt động kinh doanh khác,Chi về hoạt động kinh doanh khác,Chi về hoạt động kinh doanh khác,(1.908.766),(959.112),-1908766.0,-959112.0
Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,2.628.261,4.147.524,2628261.0,4147524.0
