row_label_raw,row_label_full,Bên liên quan,Các giao dịch,Triệu VND,numeric__Các giao dịch,numeric__Triệu VND
Đại diện chủ sở hữuNhà nước,Đại diện chủ sở hữuNhà nước,Đại diện chủ sở hữuNhà nước,- (Giảm) tiền gửi của BIDV tại đại diện chủ sở hữu- (Giảm) khoản vay của BIDV từ đại diện chủ sở hữu,(59.594.575)(1.652.788),,
Bên liên quan của chủ sở hữu (BTC và KBNN),Đại diện chủ sở hữuNhà nước > Bên liên quan của chủ sở hữu (BTC và KBNN),Bên liên quan của chủ sở hữu (BTC và KBNN),- (Giảm) tiền gửi của bên liên quan của chủ sở hữu tại BIDV,(115.662.743),,-115662743.0
Cổ đôngchiến lược,Cổ đôngchiến lược,Cổ đôngchiến lược,- (Giảm) tiền gửi của BIDV tại cổ đông chiến lược- Tăng tiền gửi tại BIDV của cổ đông chiến lược,(182.330)196.119,,
Các công ty con,Các công ty con,Các công ty con,- Tăng tiền gửi tại BIDV của các công ty con- Tăng tiền vay từ BIDV của các công ty con- Tăng tiền gửi của BIDV tại các công ty con- (Giảm) tiền vay của BIDV tại các công ty con,1.480.390730.000892.040(1.370),,
Các công ty liên doanh,Các công ty liên doanh,Các công ty liên doanh,- (Giảm) tiền gửi tại BIDV của các công ty liên doanh- (Giảm) tiền gửi của BIDV tại các công ty liên doanh- Tăng phải thu các công ty liên doanh,(904.771)(2.377.994)50.000,,
Các công ty liên kết,Các công ty liên kết,Các công ty liên kết,- (Giảm) tiền gửi tại BIDV của các công ty liên kết- (Giảm) tiền vay từ BIDV của các công ty liên kết,(140.907)(117.847),,
