row_label_raw,row_label_full,Bên liên quan,Số dư,Phải thu,(Phải trả),numeric__Số dư,numeric__Phải thu,numeric__(Phải trả)
,,,,Triệu VND,Triệu VND,,,
Đại diện chủ sở hữu (NHNN),Đại diện chủ sở hữu (NHNN),Đại diện chủ sở hữu (NHNN),- Tiền gửi của BIDV tại đại diện chủ sở hữu- Các khoản vay của BIDV từ đại diện chủ sở hữu,46.709.905-,- (4.552.504),,,
Bên liên quan của chủ sở hữu (BTC và KBNN),Đại diện chủ sở hữu (NHNN) > Bên liên quan của chủ sở hữu (BTC và KBNN),Bên liên quan của chủ sở hữu (BTC và KBNN),- Tiền gửi của bên liên quan của chủ sở hữu tại BIDV,-,(29.841.504),,,-29841504.0
Cổ đôngchiến lược,Cổ đôngchiến lược,Cổ đôngchiến lược,- Tiền gửi của BIDV tại cổ đông chiến lược- Tiền gửi tại BIDV của cổ đông chiến lược,55.693-,- (298.169),,,
Các công ty con,Các công ty con,Các công ty con,- Tiền gửi tại BIDV của các công ty con- Tiền vay từ BIDV của các công ty con- Tiền gửi của BIDV tại các công ty con- Tiền BIDV vay của các công ty con- Phải thu các công ty con,- 1.495.000 7.877.649 - 222.000,(6.274.122)- - (296),,,
Các công tyliên doanh,Các công tyliên doanh,Các công tyliên doanh,- Tiền gửi của các công ty liên doanh- Tiền gửi của BIDV tại các công ty liên doanh- Phải thu các công ty liên doanh,- 2.501.527 50.000,(3.992.564)- -,,,
Các công tyliên kết,Các công tyliên doanh > Các công tyliên kết,Các công tyliên kết,- Tiền gửi tại BIDV của các công ty liên kết- Tiền vay từ BIDV của các công ty liên kết,- 193.731,(471.442)-,,-193731.0,
