row_label_raw,row_label_full,col_0,Quá hạn,Quá hạn_1,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Tổng,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Tổng
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,15.546.490,2.427.110,339.862.409,376.155.997,864.287.927,308.317.565,392.557.829,2.299.155.327,15546490.0,2427110.0,339862409.0,376155997.0,864287927.0,308317565.0,392557829.0,2299155327.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,
Tiền gửi và vay từ NHNN và các TCTD khác,Nợ phải trả > Tiền gửi và vay từ NHNN và các TCTD khác,Tiền gửi và vay từ NHNN và các TCTD khác,-,-,171.648.309,10.568.779,24.990.003,435.480,166.199,207.808.770,,,171648309.0,10568779.0,24990003.0,435480.0,166199.0,207808770.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,318.572.740,321.191.863,801.542.116,244.245.686,1.459,1.685.553.864,,,318572740.0,321191863.0,801542116.0,244245686.0,1459.0,1685553864.0
Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Nợ phải trả > Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,-,-,308.235,14.978,119.241,(1.521),(105.725),335.208,,,308235.0,14978.0,119241.0,-1521.0,-105725.0,335208.0
"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",-,-,4.870,85.887,834.474,5.882.495,5.400.003,12.207.729,,,4870.0,85887.0,834474.0,5882495.0,5400003.0,12207729.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,5.021.757,20.399.840,119.103.544,2.646.281,42.778.054,189.949.476,,,5021757.0,20399840.0,119103544.0,2646281.0,42778054.0,189949476.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,-,27.192.074,5.903.955,10.129.093,3.808.224,563,47.033.909,,,27192074.0,5903955.0,10129093.0,3808224.0,563.0,47033909.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,-,-,522.745.857,358.168.212,956.717.681,257.016.645,48.240.561,2.142.888.956,,,522745857.0,358168212.0,956717681.0,257016645.0,48240561.0,2142888956.0
Mức chênh thanh khoản ròng,Nợ phải trả > Mức chênh thanh khoản ròng,Mức chênh thanh khoản ròng,15.546.490,2.427.110,(182.883.448),17.987.785,(92.429.754),51.300.920,344.317.268,156.266.371,15546490.0,2427110.0,-182883448.0,17987785.0,-92429754.0,51300920.0,344317268.0,156266371.0
