row_label_raw,row_label_full,col_0,Quá hạn,Quá hạn_1,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Tổng,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Tổng
,,,Trên 3 tháng,Đến 3 tháng,Đến 1 tháng,Từ trên 1 tháng đến 3 tháng,Từ trên 3 tháng đến 12 tháng,Từ trên 1 năm đến 5 năm,Trên 5 năm,Tổng,,,,,,,,
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,,,,
Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,,,,,,,,
"Tiền mặt, vàng bạc, đá quý","Tài sản > Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý",-,-,10.375.064,-,-,-,-,10.375.064,,,10375064.0,,,,,10375064.0
Tiền gửi tại NHNN,Tài sản > Tiền gửi tại NHNN,Tiền gửi tại NHNN,-,-,46.709.905,-,-,-,-,46.709.905,,,46709905.0,,,,,46709905.0
Tiền gửi và cho vay các TCTD khác (*),Tài sản > Tiền gửi và cho vay các TCTD khác (*),Tiền gửi và cho vay các TCTD khác (*),535,-,155.451.129,16.424.398,39.014.448,4.623.333,577.158,216.091.001,535.0,,155451129.0,16424398.0,39014448.0,4623333.0,577158.0,216091001.0
Chứng khoán kinh doanh (*),Tài sản > Chứng khoán kinh doanh (*),Chứng khoán kinh doanh (*),-,-,-,-,-,3.835.615,1.501.285,5.336.900,,,,,,3835615.0,1501285.0,5336900.0
Cho vay khách hàng và trái phiếu doanh nghiệp chưa niêm yết (*),Tài sản > Cho vay khách hàng và trái phiếu doanh nghiệp chưa niêm yết (*),Cho vay khách hàng và trái phiếu doanh nghiệp chưa niêm yết (*),15.085.828,2.427.110,112.090.272,349.044.598,756.159.467,232.862.310,279.991.657,1.747.661.242,15085828.0,2427110.0,112090272.0,349044598.0,756159467.0,232862310.0,279991657.0,1747661242.0
Chứng khoán đầu tư (không bao gồm trái phiếu doanh nghiệp chưa niêm yết) (*),Tài sản > Chứng khoán đầu tư (không bao gồm trái phiếu doanh nghiệp chưa niêm yết) (*),Chứng khoán đầu tư (không bao gồm trái phiếu doanh nghiệp chưa niêm yết) (*),-,-,845.976,7.211.826,53.332.858,61.970.070,90.793.645,214.154.375,,,845976.0,7211826.0,53332858.0,61970070.0,90793645.0,214154375.0
"Góp vốn, đầu tư dài hạn (*)","Tài sản > Góp vốn, đầu tư dài hạn (*)","Góp vốn, đầu tư dài hạn (*)",-,-,-,-,-,-,8.118.623,8.118.623,,,,,,,8118623.0,8118623.0
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,-,-,-,-,-,-,10.250.385,10.250.385,,,,,,,10250385.0,10250385.0
Tài sản Có khác (*),Tài sản > Tài sản Có khác (*),Tài sản Có khác (*),460.127,-,14.390.063,3.475.175,15.781.154,5.026.237,1.325.076,40.457.832,460127.0,,14390063.0,3475175.0,15781154.0,5026237.0,1325076.0,40457832.0
