row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm(Trình bày lại),numeric__Số cuối năm,numeric__Số đầu năm(Trình bày lại)
,,,VND,VND,,
Dự án đường bộ B.O.T Phú Hữu,Dự án đường bộ B.O.T Phú Hữu,Dự án đường bộ B.O.T Phú Hữu,537.502.607.195,545.682.112.559,537502607195.0,545682112559.0
Dự án Khu nhà ở cán bộ công nhân viên - Nhà máy ximăng Bình Phước,Dự án Khu nhà ở cán bộ công nhân viên - Nhà máy ximăng Bình Phước,Dự án Khu nhà ở cán bộ công nhân viên - Nhà máy ximăng Bình Phước,200.523.686.831,200.523.697.831,200523686831.0,200523697831.0
Các dự án tại Kiên Lương,Các dự án tại Kiên Lương,Các dự án tại Kiên Lương,197.178.173.602,136.829.751.675,197178173602.0,136829751675.0
Các dự án tại Bình Phước,Các dự án tại Bình Phước,Các dự án tại Bình Phước,65.263.168.354,64.853.844.129,65263168354.0,64853844129.0
Các công trình khác,Các công trình khác,Các công trình khác,31.322.823.259,4.137.965.997,31322823259.0,4137965997.0
,,,1.031.790.459.241,952.027.372.191,1031790459241.0,952027372191.0
