row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Năm nay,Năm trước(Trình bày lại),numeric__CHỈ TIÊU,numeric__Mã số,numeric__Năm nay,numeric__Năm trước(Trình bày lại)
I.,I.,I.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
1.,I. > 1.,1.,Lợi nhuận trước thuế,01,324.423.140.543,479.058.975.388,,1.0,324423140543.0,479058975388.0
2.,2.,2.,Điều chỉnh cho các khoản:,,,,,,,
2.,2. > 2.,2.,Khấu hao tài sản cố định,02,571.872.020.422,583.858.935.558,,2.0,571872020422.0,583858935558.0
2.,2. > 2.,2.,Các khoản dự phòng,03,18.515.082.856,(12.568.437.633),,3.0,18515082856.0,-12568437633.0
2.,2. > 2.,2.,Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,04,513.876.434,478.981.296,,4.0,513876434.0,478981296.0
2.,2. > 2.,2.,(Lãi) từ hoạt động đầu tư,05,(7.010.868.443),(11.899.589.494),,5.0,-7010868443.0,-11899589494.0
2.,2. > 2.,2.,Chi phí lãi vay,06,76.281.316.272,99.949.157.178,,6.0,76281316272.0,99949157178.0
3.,2. > 3.,3.,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,984.594.568.084,1.138.878.022.293,,8.0,984594568084.0,1138878022293.0
3.,2. > 3.,3.,Thay đối các khoản phải thu,09,(40.799.124.060),(26.888.913.268),,9.0,-40799124060.0,-26888913268.0
3.,2. > 3.,3.,Thay đối hàng tồn kho,10,(367.838.046.000),66.890.035.586,,10.0,-367838046000.0,66890035586.0
3.,2. > 3.,3.,"Thay đối các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",11,374.759.638.144,(66.513.823.349),,11.0,374759638144.0,-66513823349.0
3.,2. > 3.,3.,Thay đối chi phí trả trước,12,(68.839.437.657),(57.370.016.219),,12.0,-68839437657.0,-57370016219.0
3.,2. > 3.,3.,Giảm chứng khoán kinh doanh,13,-,804.151,,13.0,,804151.0
3.,2. > 3.,3.,Tiền lãi vay đã trả,14,(74.962.351.178),(127.333.309.860),,14.0,-74962351178.0,-127333309860.0
3.,2. > 3.,3.,Thuế thu nhập doanh nghiệp đã nộp,15,(105.713.540.015),(92.766.586.209),,15.0,-105713540015.0,-92766586209.0
3.,2. > 3.,3.,Tiền thu khác cho hoạt động kinh doanh,16,65.160.000,-,,16.0,65160000.0,
3.,2. > 3.,3.,Tiền chi khác cho hoạt động kinh doanh,17,(114.808.497.410),(98.651.980.949),,17.0,-114808497410.0,-98651980949.0
3.,2. > 3.,3.,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,586.458.369.908,736.244.232.176,,20.0,586458369908.0,736244232176.0
II.,II.,II.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,,,,
1.,II. > 1.,1.,"Tiền chi mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác",21,(193.692.014.899),(126.172.248.849),,21.0,-193692014899.0,-126172248849.0
2.,II. > 2.,2.,"Tiền thu thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",22,1.371.910.634,268.134.545,,22.0,1371910634.0,268134545.0
3.,II. > 3.,3.,"Tiền (chi) cho vay, bán lại công cụ nợ của đơn vị khác",23,(716.764.545),(744.553.114),,23.0,-716764545.0,-744553114.0
4.,II. > 4.,4.,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,5.638.957.809,11.645.454.949,,27.0,5638957809.0,11645454949.0
4.,II. > 4.,4.,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,(187.397.911.001),(115.003.212.469),,30.0,-187397911001.0,-115003212469.0
