row_label_raw,row_label_full,Lợi nhuận trước thuế,01,461.773.434.381,17.285.541.007,479.058.975.388,numeric__01,numeric__461.773.434.381,numeric__17.285.541.007,numeric__479.058.975.388
Thay đổi các khoản phải thu,Thay đổi các khoản phải thu,Thay đổi các khoản phải thu,09,(26.322.427.476),(566.485.792),(26.888.913.268),9.0,-26322427476.0,-566485792.0,-26888913268.0
Thay đổi hàng tồn kho,Thay đổi hàng tồn kho,Thay đổi hàng tồn kho,10,69.919.084.443,(3.029.048.857),66.890.035.586,10.0,69919084443.0,-3029048857.0,66890035586.0
"Thay đổi các khoản phải trả(Không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)""","Thay đổi các khoản phải trả(Không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)""","Thay đổi các khoản phải trả(Không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)""",11,(72.463.175.283),5.949.351.934,(66.513.823.349),11.0,-72463175283.0,5949351934.0,-66513823349.0
Thay đổi chi phí trả trước,Thay đổi chi phí trả trước,Thay đổi chi phí trả trước,12,(38.822.478.836),(18.547.537.383),(57.370.016.219),12.0,-38822478836.0,-18547537383.0,-57370016219.0
"LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ Tiền chi mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ Tiền chi mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ Tiền chi mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",21,(125.080.427.940),(1.091.820.909),(126.172.248.849),21.0,-125080427940.0,-1091820909.0,-126172248849.0
