row_label_raw,row_label_full,col_0,Bảng cân đối kế toán hợp nhất,Bảng cân đối kế toán hợp nhất_1,Báo cáo kết quả hoạt động kinh doanh hợp nhất,Báo cáo kết quả hoạt động kinh doanh hợp nhất_1,numeric__Bảng cân đối kế toán hợp nhất,numeric__Bảng cân đối kế toán hợp nhất_1,numeric__Báo cáo kết quả hoạt động kinh doanh hợp nhất,numeric__Báo cáo kết quả hoạt động kinh doanh hợp nhất_1
,,,Số cuối năm,Số đầu năm,Năm nay,Năm trước,,,,
Tài sản thuế thu nhập hoãn lại Lợi nhuận chưa thực hiện của các giao dịch nội bộ Chênh lệch kỳ ghi nhận doanh thu và giá vốn cho mục đích tinh thuế TNDN (Lãi)/lỗ chênh lệch tỷ giá chưa thực hiện do đánh giá khoản mục tiền và phải thu Lỗ có thể sử dụng để bù trừ với thu nhập chịu thuế trong tương lai Các khoản khác,Tài sản thuế thu nhập hoãn lại Lợi nhuận chưa thực hiện của các giao dịch nội bộ Chênh lệch kỳ ghi nhận doanh thu và giá vốn cho mục đích tinh thuế TNDN (Lãi)/lỗ chênh lệch tỷ giá chưa thực hiện do đánh giá khoản mục tiền và phải thu Lỗ có thể sử dụng để bù trừ với thu nhập chịu thuế trong tương lai Các khoản khác,Tài sản thuế thu nhập hoãn lại Lợi nhuận chưa thực hiện của các giao dịch nội bộ Chênh lệch kỳ ghi nhận doanh thu và giá vốn cho mục đích tinh thuế TNDN (Lãi)/lỗ chênh lệch tỷ giá chưa thực hiện do đánh giá khoản mục tiền và phải thu Lỗ có thể sử dụng để bù trừ với thu nhập chịu thuế trong tương lai Các khoản khác,8.335.796.593,5.928.658.541,1.964.119.026,2.960.948.781,8335796593.0,5928658541.0,1964119026.0,2960948781.0
Tài sản thuế thu nhập hoãn lại Lợi nhuận chưa thực hiện của các giao dịch nội bộ Chênh lệch kỳ ghi nhận doanh thu và giá vốn cho mục đích tinh thuế TNDN (Lãi)/lỗ chênh lệch tỷ giá chưa thực hiện do đánh giá khoản mục tiền và phải thu Lỗ có thể sử dụng để bù trừ với thu nhập chịu thuế trong tương lai Các khoản khác,Tài sản thuế thu nhập hoãn lại Lợi nhuận chưa thực hiện của các giao dịch nội bộ Chênh lệch kỳ ghi nhận doanh thu và giá vốn cho mục đích tinh thuế TNDN (Lãi)/lỗ chênh lệch tỷ giá chưa thực hiện do đánh giá khoản mục tiền và phải thu Lỗ có thể sử dụng để bù trừ với thu nhập chịu thuế trong tương lai Các khoản khác,Tài sản thuế thu nhập hoãn lại Lợi nhuận chưa thực hiện của các giao dịch nội bộ Chênh lệch kỳ ghi nhận doanh thu và giá vốn cho mục đích tinh thuế TNDN (Lãi)/lỗ chênh lệch tỷ giá chưa thực hiện do đánh giá khoản mục tiền và phải thu Lỗ có thể sử dụng để bù trừ với thu nhập chịu thuế trong tương lai Các khoản khác,3.504.144.128,1.316.838.535,2.187.305.593,58.079.833,3504144128.0,1316838535.0,2187305593.0,58079833.0
Tài sản thuế thu nhập hoãn lại Lợi nhuận chưa thực hiện của các giao dịch nội bộ Chênh lệch kỳ ghi nhận doanh thu và giá vốn cho mục đích tinh thuế TNDN (Lãi)/lỗ chênh lệch tỷ giá chưa thực hiện do đánh giá khoản mục tiền và phải thu Lỗ có thể sử dụng để bù trừ với thu nhập chịu thuế trong tương lai Các khoản khác,Tài sản thuế thu nhập hoãn lại Lợi nhuận chưa thực hiện của các giao dịch nội bộ Chênh lệch kỳ ghi nhận doanh thu và giá vốn cho mục đích tinh thuế TNDN (Lãi)/lỗ chênh lệch tỷ giá chưa thực hiện do đánh giá khoản mục tiền và phải thu Lỗ có thể sử dụng để bù trừ với thu nhập chịu thuế trong tương lai Các khoản khác,Tài sản thuế thu nhập hoãn lại Lợi nhuận chưa thực hiện của các giao dịch nội bộ Chênh lệch kỳ ghi nhận doanh thu và giá vốn cho mục đích tinh thuế TNDN (Lãi)/lỗ chênh lệch tỷ giá chưa thực hiện do đánh giá khoản mục tiền và phải thu Lỗ có thể sử dụng để bù trừ với thu nhập chịu thuế trong tương lai Các khoản khác,(1.341.608.261),799.356.573,(2.140.964.834),(396.815.443),-1341608261.0,799356573.0,-2140964834.0,-396815443.0
Tài sản thuế thu nhập hoãn lại Lợi nhuận chưa thực hiện của các giao dịch nội bộ Chênh lệch kỳ ghi nhận doanh thu và giá vốn cho mục đích tinh thuế TNDN (Lãi)/lỗ chênh lệch tỷ giá chưa thực hiện do đánh giá khoản mục tiền và phải thu Lỗ có thể sử dụng để bù trừ với thu nhập chịu thuế trong tương lai Các khoản khác,Tài sản thuế thu nhập hoãn lại Lợi nhuận chưa thực hiện của các giao dịch nội bộ Chênh lệch kỳ ghi nhận doanh thu và giá vốn cho mục đích tinh thuế TNDN (Lãi)/lỗ chênh lệch tỷ giá chưa thực hiện do đánh giá khoản mục tiền và phải thu Lỗ có thể sử dụng để bù trừ với thu nhập chịu thuế trong tương lai Các khoản khác,Tài sản thuế thu nhập hoãn lại Lợi nhuận chưa thực hiện của các giao dịch nội bộ Chênh lệch kỳ ghi nhận doanh thu và giá vốn cho mục đích tinh thuế TNDN (Lãi)/lỗ chênh lệch tỷ giá chưa thực hiện do đánh giá khoản mục tiền và phải thu Lỗ có thể sử dụng để bù trừ với thu nhập chịu thuế trong tương lai Các khoản khác,3.732.594.661,5.911.782.676,(2.179.188.015),5.911.782.676,3732594661.0,5911782676.0,-2179188015.0,5911782676.0
Tài sản thuế thu nhập hoãn lại Lợi nhuận chưa thực hiện của các giao dịch nội bộ Chênh lệch kỳ ghi nhận doanh thu và giá vốn cho mục đích tinh thuế TNDN (Lãi)/lỗ chênh lệch tỷ giá chưa thực hiện do đánh giá khoản mục tiền và phải thu Lỗ có thể sử dụng để bù trừ với thu nhập chịu thuế trong tương lai Các khoản khác,Tài sản thuế thu nhập hoãn lại Lợi nhuận chưa thực hiện của các giao dịch nội bộ Chênh lệch kỳ ghi nhận doanh thu và giá vốn cho mục đích tinh thuế TNDN (Lãi)/lỗ chênh lệch tỷ giá chưa thực hiện do đánh giá khoản mục tiền và phải thu Lỗ có thể sử dụng để bù trừ với thu nhập chịu thuế trong tương lai Các khoản khác,Tài sản thuế thu nhập hoãn lại Lợi nhuận chưa thực hiện của các giao dịch nội bộ Chênh lệch kỳ ghi nhận doanh thu và giá vốn cho mục đích tinh thuế TNDN (Lãi)/lỗ chênh lệch tỷ giá chưa thực hiện do đánh giá khoản mục tiền và phải thu Lỗ có thể sử dụng để bù trừ với thu nhập chịu thuế trong tương lai Các khoản khác,-,522.371.266,(522.371.266),522.371.266,,522371266.0,-522371266.0,522371266.0
Tài sản thuế thu nhập hoãn lại Lợi nhuận chưa thực hiện của các giao dịch nội bộ Chênh lệch kỳ ghi nhận doanh thu và giá vốn cho mục đích tinh thuế TNDN (Lãi)/lỗ chênh lệch tỷ giá chưa thực hiện do đánh giá khoản mục tiền và phải thu Lỗ có thể sử dụng để bù trừ với thu nhập chịu thuế trong tương lai Các khoản khác,Tài sản thuế thu nhập hoãn lại Lợi nhuận chưa thực hiện của các giao dịch nội bộ Chênh lệch kỳ ghi nhận doanh thu và giá vốn cho mục đích tinh thuế TNDN (Lãi)/lỗ chênh lệch tỷ giá chưa thực hiện do đánh giá khoản mục tiền và phải thu Lỗ có thể sử dụng để bù trừ với thu nhập chịu thuế trong tương lai Các khoản khác,Tài sản thuế thu nhập hoãn lại Lợi nhuận chưa thực hiện của các giao dịch nội bộ Chênh lệch kỳ ghi nhận doanh thu và giá vốn cho mục đích tinh thuế TNDN (Lãi)/lỗ chênh lệch tỷ giá chưa thực hiện do đánh giá khoản mục tiền và phải thu Lỗ có thể sử dụng để bù trừ với thu nhập chịu thuế trong tương lai Các khoản khác,14.230.927.121,14.479.007.591,,,14230927121.0,14479007591.0,,
Thuế thu nhập hoãn lại phải trả Chênh lệch từ việc đánh giá giá trị hợp lý của tài sản thuần của công ty con tại thời điểm hợp nhất kinh doanh,Thuế thu nhập hoãn lại phải trả Chênh lệch từ việc đánh giá giá trị hợp lý của tài sản thuần của công ty con tại thời điểm hợp nhất kinh doanh,Thuế thu nhập hoãn lại phải trả Chênh lệch từ việc đánh giá giá trị hợp lý của tài sản thuần của công ty con tại thời điểm hợp nhất kinh doanh,(11.930.004.975),(12.438.709.938),,,-11930004975.0,-12438709938.0,,
Thuế thu nhập hoãn lại phải trả Chênh lệch từ việc đánh giá giá trị hợp lý của tài sản thuần của công ty con tại thời điểm hợp nhất kinh doanh,Thuế thu nhập hoãn lại phải trả Chênh lệch từ việc đánh giá giá trị hợp lý của tài sản thuần của công ty con tại thời điểm hợp nhất kinh doanh,Thuế thu nhập hoãn lại phải trả Chênh lệch từ việc đánh giá giá trị hợp lý của tài sản thuần của công ty con tại thời điểm hợp nhất kinh doanh,(11.930.004.975),(12.438.709.938),508.704.963,179.706.322,-11930004975.0,-12438709938.0,508704963.0,179706322.0
Tài sản thuế thu nhập hoãn lại thuần (Chi phí)/thu nhập thuế thu nhập hoãn lại tính vào báo cáo kết quả hoạt động kinh doanh hợp nhất,Tài sản thuế thu nhập hoãn lại thuần (Chi phí)/thu nhập thuế thu nhập hoãn lại tính vào báo cáo kết quả hoạt động kinh doanh hợp nhất,Tài sản thuế thu nhập hoãn lại thuần (Chi phí)/thu nhập thuế thu nhập hoãn lại tính vào báo cáo kết quả hoạt động kinh doanh hợp nhất,2.300.922.146,2.040.297.653,,,2300922146.0,2040297653.0,,
Tài sản thuế thu nhập hoãn lại thuần (Chi phí)/thu nhập thuế thu nhập hoãn lại tính vào báo cáo kết quả hoạt động kinh doanh hợp nhất,Tài sản thuế thu nhập hoãn lại thuần (Chi phí)/thu nhập thuế thu nhập hoãn lại tính vào báo cáo kết quả hoạt động kinh doanh hợp nhất,Tài sản thuế thu nhập hoãn lại thuần (Chi phí)/thu nhập thuế thu nhập hoãn lại tính vào báo cáo kết quả hoạt động kinh doanh hợp nhất,,,(182.394.533),9.236.073.435,,,-182394533.0,9236073435.0
