row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị ghi số,Số cuối năm > Dự phòng,Số cuối năm > Giá trị hợp lý,Số đầu năm > Giá trị ghi số,Số đầu năm > Dự phòng,Số đầu năm > Giá trị hợp lý,numeric__Số cuối năm > Giá trị ghi số,numeric__Số cuối năm > Dự phòng,numeric__Số cuối năm > Giá trị hợp lý,numeric__Số đầu năm > Giá trị ghi số,numeric__Số đầu năm > Dự phòng,numeric__Số đầu năm > Giá trị hợp lý
"Công ty Cổ phần Nhựa Hà Nội (""Công ty Nhựa Hà Nội"") (ii)","Công ty Cổ phần Nhựa Hà Nội (""Công ty Nhựa Hà Nội"") (ii)","Công ty Cổ phần Nhựa Hà Nội (""Công ty Nhựa Hà Nội"") (ii)",-,-,-,1.111.902.630.033,-,636.134.257.600,,,,1111902630033.0,,636134257600.0
"Công ty Cổ phần Nhựa Bao bì Vinh (""Công ty Nhựa Bao bì Vinh"") (i)","Công ty Cổ phần Nhựa Bao bì Vinh (""Công ty Nhựa Bao bì Vinh"") (i)","Công ty Cổ phần Nhựa Bao bì Vinh (""Công ty Nhựa Bao bì Vinh"") (i)",82.938.556.712,-,52.266.380.000,79.947.464.414,-,57.493.018.000,82938556712.0,,52266380000.0,79947464414.0,,57493018000.0
Công ty Cổ phần Giải pháp và Phần mềm Dịch vụ Nam Việt,Công ty Cổ phần Giải pháp và Phần mềm Dịch vụ Nam Việt,Công ty Cổ phần Giải pháp và Phần mềm Dịch vụ Nam Việt,54.500.739.920,-,(i),53.515.560.382,-,(i),54500739920.0,,,53515560382.0,,
"Công ty Cổ phần Dịch vụ Suất ăn Công nghiệp An Phát (""Công ty Suất ăn An Phát"")","Công ty Cổ phần Dịch vụ Suất ăn Công nghiệp An Phát (""Công ty Suất ăn An Phát"")","Công ty Cổ phần Dịch vụ Suất ăn Công nghiệp An Phát (""Công ty Suất ăn An Phát"")",45.507.106.885,-,(i),46.685.632.808,-,(i),45507106885.0,,,46685632808.0,,
"Công ty Cổ phần Sản xuất Tổng hợp Sunrise Việt Nam (""Công ty Sunrise"")","Công ty Cổ phần Sản xuất Tổng hợp Sunrise Việt Nam (""Công ty Sunrise"")","Công ty Cổ phần Sản xuất Tổng hợp Sunrise Việt Nam (""Công ty Sunrise"")",34.295.002.423,-,(i),28.478.189.987,-,(i),34295002423.0,,,28478189987.0,,
"Công ty Cổ phần Dịch vụ Xăng dầu An Đông (""Công ty An Đông"")","Công ty Cổ phần Dịch vụ Xăng dầu An Đông (""Công ty An Đông"")","Công ty Cổ phần Dịch vụ Xăng dầu An Đông (""Công ty An Đông"")",6.600.000.000,-,(i),6.600.000.000,-,(i),6600000000.0,,,6600000000.0,,
Công ty Cổ phần ANCOP (iii),Công ty Cổ phần ANCOP (iii),Công ty Cổ phần ANCOP (iii),-,-,(i),980.000.000,-,(i),,,,980000000.0,,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,223.841.405.940,-,,1.328.109.477.624,-,,223841405940.0,,,1328109477624.0,,
