row_label_raw,row_label_full,Bên liên quan > Phải thu ngắn hạn của khách hàng (Thuyết minh số 7.1),Mối quan hệ > Phải thu ngắn hạn của khách hàng (Thuyết minh số 7.1),Nội dung nghiệp vụ > Phải thu ngắn hạn của khách hàng (Thuyết minh số 7.1),Số cuối năm > Phải thu ngắn hạn của khách hàng (Thuyết minh số 7.1),Đơn vị tính: VND > Phải thu ngắn hạn của khách hàng (Thuyết minh số 7.1),numeric__Mối quan hệ > Phải thu ngắn hạn của khách hàng (Thuyết minh số 7.1),numeric__Nội dung nghiệp vụ > Phải thu ngắn hạn của khách hàng (Thuyết minh số 7.1),numeric__Số cuối năm > Phải thu ngắn hạn của khách hàng (Thuyết minh số 7.1),numeric__Đơn vị tính: VND > Phải thu ngắn hạn của khách hàng (Thuyết minh số 7.1)
Công ty Nhựa Bao bì Vinh,Công ty Nhựa Bao bì Vinh,Công ty Nhựa Bao bì Vinh,Công ty liên kết,Bán hàng và cung cấp dịch vụ,1.928.704.068,792.842.364,,,1928704068.0,792842364.0
Công ty Sunrise,Công ty Sunrise,Công ty Sunrise,Công ty liên kết của công ty con,Bán hàng và cung cấp dịch vụ,340.661.465,1.406.603.567,,,340661465.0,1406603567.0
Công ty Anbio,Công ty Anbio,Công ty Anbio,Công ty cùng lãnh đạo chủ chốt,Bán hàng,177.332.570,3.781.799.955,,,177332570.0,3781799955.0
Công ty An Cường,Công ty An Cường,Công ty An Cường,Công ty cùng tập đoàn (tới ngày 25 tháng 9 năm 2024),Bán hàng và cung cấp dịch vụ,-,4.907.653.599,,,,4907653599.0
Công ty Nhựa Hà Nội,Công ty Nhựa Hà Nội,Công ty Nhựa Hà Nội,Công ty liên kết (tới ngày 25 tháng 9 năm 2024),Bán hàng và cung cấp dịch vụ,-,3.019.942.500,,,,3019942500.0
Công ty An Phát Holdings,Công ty An Phát Holdings,Công ty An Phát Holdings,Công ty mẹ,Bán hàng và dịch vụ cho thuê xe,-,442.750.000,,,,442750000.0
Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,,Bán hàng và cung cấp dịch vụ,13.272.622,1.525.004.041,,,13272622.0,1525004041.0
,,,,,2.459.970.725,15.876.596.026,,,2459970725.0,15876596026.0
