row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,Đơn vị tính: VND,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Đơn vị tính: VND
Công ty An Phát Holdings,Công ty An Phát Holdings,Công ty An Phát Holdings,Công ty mẹ,Cho vay,461.000.000.000,468.650.000.000,,,461000000000.0,468650000000.0
Công ty An Phát Holdings,Công ty An Phát Holdings,Công ty An Phát Holdings,Công ty mẹ,Thu hồi gốc vay,190.033.000.000,405.117.000.000,,,190033000000.0,405117000000.0
Công ty An Phát Holdings,Công ty An Phát Holdings,Công ty An Phát Holdings,Công ty mẹ,Lãi cho vay,17.487.932.018,14.194.578.563,,,17487932018.0,14194578563.0
Công ty An Phát Holdings,Công ty An Phát Holdings,Công ty An Phát Holdings,Công ty mẹ,Thu tiền lãi cho vay,4.780.865.370,-,,,4780865370.0,
Công ty An Phát Holdings,Công ty An Phát Holdings,Công ty An Phát Holdings,Công ty mẹ,Nhận chuyển nhượng cổ phần,173.407.166.200,74.200.000.000,,,173407166200.0,74200000000.0
Công ty An Phát Holdings,Công ty An Phát Holdings,Công ty An Phát Holdings,Công ty mẹ,Thanh toán chuyển nhượng cổ phần,173.407.166.200,74.200.000.000,,,173407166200.0,74200000000.0
Công ty An Phát Holdings,Công ty An Phát Holdings,Công ty An Phát Holdings,Công ty mẹ,Mua hàng,22.424.710.301,19.662.089.746,,,22424710301.0,19662089746.0
Công ty An Phát Holdings,Công ty An Phát Holdings,Công ty An Phát Holdings,Công ty mẹ,Thanh toán tiền hàng,18.137.478.722,22.487.363.742,,,18137478722.0,22487363742.0
Công ty An Phát Holdings,Công ty An Phát Holdings,Công ty An Phát Holdings,Công ty mẹ,Doanh thu bán hàng và cung cấp dịch vụ,788.374.230,985.706.045,,,788374230.0,985706045.0
Công ty An Phát Holdings,Công ty An Phát Holdings,Công ty An Phát Holdings,Công ty mẹ,Thu tiền hàng và dịch vụ,1.284.440.999,640.093.488,,,1284440999.0,640093488.0
Công ty An Phát Holdings,Công ty An Phát Holdings,Công ty An Phát Holdings,Công ty mẹ,Đi vay,-,1.300.000.000,,,,1300000000.0
Công ty An Phát Holdings,Công ty An Phát Holdings,Công ty An Phát Holdings,Công ty mẹ,Trả gốc vay,-,5.170.000.000,,,,5170000000.0
Công ty An Phát Holdings,Công ty An Phát Holdings,Công ty An Phát Holdings,Công ty mẹ,Chi phí lãi vay,-,49.645.479,,,,49645479.0
Công ty An Cường,Công ty An Cường,Công ty An Cường,Công ty cùng tập đoàn (tới ngày 25 tháng 9 năm 2024),Doanh thu bán hàng và cung cấp dịch vụ,47.021.593.371,93.820.653.601,,,47021593371.0,93820653601.0
Công ty An Cường,Công ty An Cường,Công ty An Cường,Công ty cùng tập đoàn (tới ngày 25 tháng 9 năm 2024),Nhận thanh toán tiền hàng hóa dịch vụ,46.021.593.371,224.542.750.757,,,46021593371.0,224542750757.0
Công ty An Cường,Công ty An Cường,Công ty An Cường,Công ty cùng tập đoàn (tới ngày 25 tháng 9 năm 2024),Cho vay,30.184.019.400,39.000.000.000,,,30184019400.0,39000000000.0
Công ty An Cường,Công ty An Cường,Công ty An Cường,Công ty cùng tập đoàn (tới ngày 25 tháng 9 năm 2024),Lãi cho vay,704.781.320,205.223.287,,,704781320.0,205223287.0
Công ty An Cường,Công ty An Cường,Công ty An Cường,Công ty cùng tập đoàn (tới ngày 25 tháng 9 năm 2024),Thu hồi gốc vay,57.184.019.400,12.000.000.000,,,57184019400.0,12000000000.0
Công ty An Cường,Công ty An Cường,Công ty An Cường,Công ty cùng tập đoàn (tới ngày 25 tháng 9 năm 2024),Mua hàng hóa dịch vụ,5.896.583.038,25.126.207.565,,,5896583038.0,25126207565.0
Công ty An Cường,Công ty An Cường,Công ty An Cường,Công ty cùng tập đoàn (tới ngày 25 tháng 9 năm 2024),Thanh toán tiền hàng và phí dịch vụ,5.260.536.569,28.724.351.548,,,5260536569.0,28724351548.0
Công ty An Cường,Công ty An Cường,Công ty An Cường,Công ty cùng tập đoàn (tới ngày 25 tháng 9 năm 2024),Lãi trái phiếu,6.069.287.673,-,,,6069287673.0,
Công ty An Cường,Công ty An Cường,Công ty An Cường,Công ty cùng tập đoàn (tới ngày 25 tháng 9 năm 2024),Trả lãi trái phiếu,8.463.575.343,-,,,8463575343.0,
Công ty An Cường,Công ty An Cường,Công ty An Cường,Công ty cùng tập đoàn (tới ngày 25 tháng 9 năm 2024),Thu nhập khác,202.024.000,-,,,202024000.0,
Công ty Sunrise,Công ty Sunrise,Công ty Sunrise,Công ty liên kết của công ty con,Mua hàng hóa dịch vụ,83.027.414.273,77.490.096.350,,,83027414273.0,77490096350.0
Công ty Sunrise,Công ty Sunrise,Công ty Sunrise,Công ty liên kết của công ty con,Thanh toán tiền hàng hóa dịch vụ,84.700.043.468,104.128.831.923,,,84700043468.0,104128831923.0
Công ty Sunrise,Công ty Sunrise,Công ty Sunrise,Công ty liên kết của công ty con,Doanh thu bán hàng và cung cấp dịch vụ,15.445.770.910,10.766.058.746,,,15445770910.0,10766058746.0
Công ty Sunrise,Công ty Sunrise,Công ty Sunrise,Công ty liên kết của công ty con,"Chi hộ tiền điện, nước",4.917.906.998,2.766.409.173,,,4917906998.0,2766409173.0
Công ty Sunrise,Công ty Sunrise,Công ty Sunrise,Công ty liên kết của công ty con,Thu tiền bán hàng và chi hộ,23.108.436.382,16.881.987.883,,,23108436382.0,16881987883.0
Công ty Sunrise,Công ty Sunrise,Công ty Sunrise,Công ty liên kết của công ty con,Thu hồi gốc vay,-,1.300.000.000,,,,1300000000.0
Công ty Sunrise,Công ty Sunrise,Công ty Sunrise,Công ty liên kết của công ty con,Đi vay,4.000.000.000,-,,,4000000000.0,
Công ty Sunrise,Công ty Sunrise,Công ty Sunrise,Công ty liên kết của công ty con,Trả gốc vay,4.000.000.000,-,,,4000000000.0,
Công ty Sunrise,Công ty Sunrise,Công ty Sunrise,Công ty liên kết của công ty con,Chi phí lãi vay,26.301.370,-,,,26301370.0,
Công ty Nhựa bao bì Vinh,Công ty Nhựa bao bì Vinh,Công ty Nhựa bao bì Vinh,Công ty liên kết,Doanh thu bán hàng và cung cấp dịch vụ,21.195.372.850,19.032.980.370,,,21195372850.0,19032980370.0
Công ty Nhựa bao bì Vinh,Công ty Nhựa bao bì Vinh,Công ty Nhựa bao bì Vinh,Công ty liên kết,Thu tiền hàng và phí dịch vụ,20.713.166.934,18.861.776.844,,,20713166934.0,18861776844.0
Công ty Nhựa bao bì Vinh,Công ty Nhựa bao bì Vinh,Công ty Nhựa bao bì Vinh,Công ty liên kết,Cổ tức được chia,4.703.974.200,4.703.974.200,,,4703974200.0,4703974200.0
Công ty Nhựa bao bì Vinh,Công ty Nhựa bao bì Vinh,Công ty Nhựa bao bì Vinh,Công ty liên kết,Nhận cổ tức,4.703.974.200,4.703.974.200,,,4703974200.0,4703974200.0
Công ty Nhựa bao bì Vinh,Công ty Nhựa bao bì Vinh,Công ty Nhựa bao bì Vinh,Công ty liên kết,Thanh toán tiền hàng,-,211.680.000,,,,211680000.0
