row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Số có khả năng trả nợ,Đơn vị tính: VND Số đầu năm > Giá trị,Đơn vị tính: VND Số đầu năm > Số có khả năng trả nợ,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Số có khả năng trả nợ,numeric__Đơn vị tính: VND Số đầu năm > Giá trị,numeric__Đơn vị tính: VND Số đầu năm > Số có khả năng trả nợ
Phải trả người bán,Phải trả người bán,Phải trả người bán,838.054.270.492,838.054.270.492,490.121.646.065,490.121.646.065,838054270492.0,838054270492.0,490121646065.0,490121646065.0
Chevron Phillips Chemicals Asia PTE Ltd,Chevron Phillips Chemicals Asia PTE Ltd,Chevron Phillips Chemicals Asia PTE Ltd,142.021.616.211,142.021.616.211,27.412.800.880,27.412.800.880,142021616211.0,142021616211.0,27412800880.0,27412800880.0
SABIC Asia Pacific Pte Ltd,SABIC Asia Pacific Pte Ltd,SABIC Asia Pacific Pte Ltd,83.948.789.569,83.948.789.569,-,-,83948789569.0,83948789569.0,,
Gulf Polymers Distribution Company FZCO,Gulf Polymers Distribution Company FZCO,Gulf Polymers Distribution Company FZCO,-,-,117.515.953.764,117.515.953.764,,,117515953764.0,117515953764.0
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,612.083.864.712,612.083.864.712,345.192.891.421,345.192.891.421,612083864712.0,612083864712.0,345192891421.0,345192891421.0
Phải trả các bên liên quan (Thuyết minh số 36),Phải trả các bên liên quan (Thuyết minh số 36),Phải trả các bên liên quan (Thuyết minh số 36),35.434.851.694,35.434.851.694,27.260.220.947,27.260.220.947,35434851694.0,35434851694.0,27260220947.0,27260220947.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,873.489.122.186,873.489.122.186,517.381.867.012,517.381.867.012,873489122186.0,873489122186.0,517381867012.0,517381867012.0
