row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
"Công cụ, dụng cụ xuất dùng","Ngắn hạn > Công cụ, dụng cụ xuất dùng","Công cụ, dụng cụ xuất dùng",11.301.696.923,7.538.732.353,11301696923.0,7538732353.0
Chi phí trả trước khác,Ngắn hạn > Chi phí trả trước khác,Chi phí trả trước khác,12.914.100.828,5.599.918.362,12914100828.0,5599918362.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,24.215.797.751,13.138.650.715,24215797751.0,13138650715.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Quyền sử dụng đất có thời hạn (*),Dài hạn > Quyền sử dụng đất có thời hạn (*),Quyền sử dụng đất có thời hạn (*),794.029.023.966,686.653.468.514,794029023966.0,686653468514.0
Tiền thuê đất trả trước,Dài hạn > Tiền thuê đất trả trước,Tiền thuê đất trả trước,35.406.998.589,37.713.833.205,35406998589.0,37713833205.0
"Công cụ, dụng cụ xuất dùng","Dài hạn > Công cụ, dụng cụ xuất dùng","Công cụ, dụng cụ xuất dùng",39.042.321.316,13.198.909.160,39042321316.0,13198909160.0
Chiết khấu thanh toán,Dài hạn > Chiết khấu thanh toán,Chiết khấu thanh toán,1.482.624.000,2.021.760.000,1482624000.0,2021760000.0
Chi phí sửa chữa lớn,Dài hạn > Chi phí sửa chữa lớn,Chi phí sửa chữa lớn,34.496.014.632,13.315.742.217,34496014632.0,13315742217.0
Chi phí hoa hồng môi giới,Dài hạn > Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,49.019.070.265,37.867.091.974,49019070265.0,37867091974.0
Chi phí trả trước dài hạn khác,Dài hạn > Chi phí trả trước dài hạn khác,Chi phí trả trước dài hạn khác,12.725.535.773,10.888.351.179,12725535773.0,10888351179.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,966.201.588.541,801.659.156.249,966201588541.0,801659156249.0
