row_label_raw,row_label_full,Số đầu năm,Đơn vị tính: VND > Năm nay > 3.496.980.424,Đơn vị tính: VND > Năm trước > 23.163.704.291,numeric__Đơn vị tính: VND > Năm nay > 3.496.980.424,numeric__Đơn vị tính: VND > Năm trước > 23.163.704.291
Tăng do mua công ty con,Tăng do mua công ty con,Tăng do mua công ty con,26.719.299.358,-,26719299358.0,
Trích quỹ trong năm (*),Trích quỹ trong năm (*),Trích quỹ trong năm (*),45.385.329.262,9.342.765.871,45385329262.0,9342765871.0
Sử dụng trong năm,Sử dụng trong năm,Sử dụng trong năm,(35.854.527.783),(29.009.489.738),-35854527783.0,-29009489738.0
Số cuối năm,Số cuối năm,Số cuối năm,39.747.081.261,3.496.980.424,39747081261.0,3496980424.0
