row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,,
- Chi phí vận chuyển và xuất nhập khẩu,Chi phí bán hàng > - Chi phí vận chuyển và xuất nhập khẩu,- Chi phí vận chuyển và xuất nhập khẩu,501.137.155.662,351.837.611.566,501137155662.0,351837611566.0
- Chi phí quảng cáo và phí hoa hồng,Chi phí bán hàng > - Chi phí quảng cáo và phí hoa hồng,- Chi phí quảng cáo và phí hoa hồng,89.902.737.498,82.322.442.920,89902737498.0,82322442920.0
- Chi phí dịch vụ mua ngoài khác,Chi phí bán hàng > - Chi phí dịch vụ mua ngoài khác,- Chi phí dịch vụ mua ngoài khác,77.151.162.369,29.254.219.511,77151162369.0,29254219511.0
- Chi phí nhân công,Chi phí bán hàng > - Chi phí nhân công,- Chi phí nhân công,28.439.106.948,28.409.763.988,28439106948.0,28409763988.0
- Chi phí khấu hao tài sản cố định,Chi phí bán hàng > - Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,8.905.199.899,12.641.481.957,8905199899.0,12641481957.0
- Chi phí khác,Chi phí bán hàng > - Chi phí khác,- Chi phí khác,11.244.094.102,6.590.358.882,11244094102.0,6590358882.0
TỔNG CỘNG,Chi phí bán hàng > TỔNG CỘNG,TỔNG CỘNG,716.779.456.478,511.055.878.824,716779456478.0,511055878824.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,,
- Chi phí nhân công,Chi phí quản lý doanh nghiệp > - Chi phí nhân công,- Chi phí nhân công,140.334.191.225,105.541.210.033,140334191225.0,105541210033.0
- Chi phí dịch vụ mua ngoài,Chi phí quản lý doanh nghiệp > - Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,89.630.771.585,61.684.104.641,89630771585.0,61684104641.0
- Chi phí khấu hao tài sản cố định và phân bổ lợi thế thương mại,Chi phí quản lý doanh nghiệp > - Chi phí khấu hao tài sản cố định và phân bổ lợi thế thương mại,- Chi phí khấu hao tài sản cố định và phân bổ lợi thế thương mại,61.149.045.157,37.178.210.006,61149045157.0,37178210006.0
"- Chi phí thuế, lệ phí, phí ngân hàng","Chi phí quản lý doanh nghiệp > - Chi phí thuế, lệ phí, phí ngân hàng","- Chi phí thuế, lệ phí, phí ngân hàng",30.806.796.717,31.160.175.814,30806796717.0,31160175814.0
- Chi phí dịch vụ chuyên nghiệp (*),Chi phí quản lý doanh nghiệp > - Chi phí dịch vụ chuyên nghiệp (*),- Chi phí dịch vụ chuyên nghiệp (*),3.222.831.678,2.325.328.248,3222831678.0,2325328248.0
- Trích lập dự phòng phải thu khó đòi,Chi phí quản lý doanh nghiệp > - Trích lập dự phòng phải thu khó đòi,- Trích lập dự phòng phải thu khó đòi,6.227.860.739,14.988.119.012,6227860739.0,14988119012.0
- Chi phí khác,Chi phí quản lý doanh nghiệp > - Chi phí khác,- Chi phí khác,49.011.798.295,32.404.699.673,49011798295.0,32404699673.0
TỔNG CỘNG,Chi phí quản lý doanh nghiệp > TỔNG CỘNG,TỔNG CỘNG,380.383.295.396,285.281.847.427,380383295396.0,285281847427.0
