row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Đơn vị tính: VND > Năm nay,Đơn vị tính: VND > Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Đơn vị tính: VND > Năm nay,numeric__Đơn vị tính: VND > Năm trước
Công ty Anbio,Công ty Anbio,Công ty Anbio,Công ty cùng lãnh đạo chủ chốt,Mua hàng hóa dịch vụ,11.833.456.386,68.380.098.650,,,11833456386.0,68380098650.0
Công ty Anbio,Công ty Anbio,Công ty Anbio,Công ty cùng lãnh đạo chủ chốt,Thanh toán tiền hàng và phí dịch vụ,16.930.808.396,190.238.063.092,,,16930808396.0,190238063092.0
Công ty Anbio,Công ty Anbio,Công ty Anbio,Công ty cùng lãnh đạo chủ chốt,Thu hồi gốc vay,-,1.000.000.000,,,,1000000000.0
Công ty Anbio,Công ty Anbio,Công ty Anbio,Công ty cùng lãnh đạo chủ chốt,Doanh thu bán hàng và cung cấp dịch vụ,254.487.661,719.512.480,,,254487661.0,719512480.0
Công ty Anbio,Công ty Anbio,Công ty Anbio,Công ty cùng lãnh đạo chủ chốt,Thu tiền hàng và phí dịch vụ,3.862.097.409,1.041.566.125,,,3862097409.0,1041566125.0
Công ty An Trung,Công ty An Trung,Công ty An Trung,Công ty cùng tập đoàn (tới ngày 25 tháng 9 năm 2024),Cho vay,25.000.000.000,20.000.000.000,,,25000000000.0,20000000000.0
Công ty An Trung,Công ty An Trung,Công ty An Trung,Công ty cùng tập đoàn (tới ngày 25 tháng 9 năm 2024),Thu hồi gốc vay,25.000.000.000,20.000.000.000,,,25000000000.0,20000000000.0
Công ty An Trung,Công ty An Trung,Công ty An Trung,Công ty cùng tập đoàn (tới ngày 25 tháng 9 năm 2024),Lãi cho vay,58.783.562,19.726.027,,,58783562.0,19726027.0
Công ty An Trung,Công ty An Trung,Công ty An Trung,Công ty cùng tập đoàn (tới ngày 25 tháng 9 năm 2024),Trả gốc vay,-,4.000.000.000,,,,4000000000.0
Công ty An Trung,Công ty An Trung,Công ty An Trung,Công ty cùng tập đoàn (tới ngày 25 tháng 9 năm 2024),Doanh thu bán hàng và cung cấp dịch vụ,9.274.352.510,8.155.532.826,,,9274352510.0,8155532826.0
Công ty An Trung,Công ty An Trung,Công ty An Trung,Công ty cùng tập đoàn (tới ngày 25 tháng 9 năm 2024),Thu tiền hàng và phí dịch vụ,10.758.212.109,8.727.241.677,,,10758212109.0,8727241677.0
