row_label_raw,row_label_full,Số đầu năm > Dự phòng trích lập trong năm > Hoàn nhập dự phòng trong năm,Số cuối năm > 24.682.993.887 > 5.970.213.334 > (6.000.000),Đơn vị tính: VND > Số đầu năm > 12.122.838.075 > 14.988.119.012 > (2.427.963.200),numeric__Số cuối năm > 24.682.993.887 > 5.970.213.334 > (6.000.000),numeric__Đơn vị tính: VND > Số đầu năm > 12.122.838.075 > 14.988.119.012 > (2.427.963.200)
Chênh lệch do chuyển đổi báo cáo tài chính,Chênh lệch do chuyển đổi báo cáo tài chính,Chênh lệch do chuyển đổi báo cáo tài chính,794.317.051,-,794317051.0,
Số cuối năm,Số cuối năm,Số cuối năm,31.441.524.272,24.682.993.887,31441524272.0,24682993887.0
