row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,Đơn vị tính: VNDNăm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Đơn vị tính: VNDNăm trước
Công ty Suất ăn An Phát,Công ty Suất ăn An Phát,Công ty Suất ăn An Phát,Công ty liên kết của công ty con,Mua hàng hóa dịch vụ,31.832.549.915,24.961.203.212,,,31832549915.0,24961203212.0
Công ty Suất ăn An Phát,Công ty Suất ăn An Phát,Công ty Suất ăn An Phát,Công ty liên kết của công ty con,Thanh toán tiền hàng và phí dịch vụ,33.976.583.228,27.248.065.373,,,33976583228.0,27248065373.0
Công ty Suất ăn An Phát,Công ty Suất ăn An Phát,Công ty Suất ăn An Phát,Công ty liên kết của công ty con,Doanh thu bán hàng và cung cấp dịch vụ,3.373.220.851,3.334.660.923,,,3373220851.0,3334660923.0
Công ty Suất ăn An Phát,Công ty Suất ăn An Phát,Công ty Suất ăn An Phát,Công ty liên kết của công ty con,Nhận thanh toán tiền hàng,797.003.847,-,,,797003847.0,
Công ty Suất ăn An Phát,Công ty Suất ăn An Phát,Công ty Suất ăn An Phát,Công ty liên kết của công ty con,Cổ tức được chia Góp vốn,4.252.500.000,- 15.000.000.000,,,4252500000.0,-15000000000.0
Công ty Nam Việt,Công ty Nam Việt,Công ty Nam Việt,Công ty liên kết,Cổ tức được chia,441.000.000,1.029.000.000,,,441000000.0,1029000000.0
Công ty Nam Việt,Công ty Nam Việt,Công ty Nam Việt,Công ty liên kết,Nhận cổ tức bằng tiền,-,1.029.000.000,,,,1029000000.0
Công ty Ankor,Công ty Ankor,Công ty Ankor,Công ty con,Thu hồi gốc vay,-,12.548.280.000,,,,12548280000.0
Công ty Ankor,Công ty Ankor,Công ty Ankor,Công ty con,Doanh thu bán hàng và cung cấp dịch vụ,-,4.137.856.910,,,,4137856910.0
Công ty Ankor,Công ty Ankor,Công ty Ankor,Công ty con,Mua hàng hóa dịch vụ,-,6.342.211.168,,,,6342211168.0
Ông Phạm Hoàng Việt,Ông Phạm Hoàng Việt,Ông Phạm Hoàng Việt,Lãnh đạo chủ chốt tại công ty con,Tạm ứng,-,3.918.010.709,,,,3918010709.0
Ông Phạm Hoàng Việt,Ông Phạm Hoàng Việt,Ông Phạm Hoàng Việt,Lãnh đạo chủ chốt tại công ty con,Hoàn ứng,-,13.071.548.767,,,,13071548767.0
Ông Phạm Văn Tuân,Ông Phạm Văn Tuân,Ông Phạm Văn Tuân,Lãnh đạo chủ chốt tại công ty con,Tạm ứng,70.566.702.000,15.192.444.000,,,70566702000.0,15192444000.0
Ông Phạm Văn Tuân,Ông Phạm Văn Tuân,Ông Phạm Văn Tuân,Lãnh đạo chủ chốt tại công ty con,Hoàn ứng,80.236.727.082,18.168.068.719,,,80236727082.0,18168068719.0
Ông Phạm Ánh Dương,Ông Phạm Ánh Dương,Ông Phạm Ánh Dương,Lãnh đạo chủ chốt của công ty An Phát Holdings (tính đến ngày 09/10/2024),Tạm ứng,5.556.036.292,1.681.477.886,,,5556036292.0,1681477886.0
Ông Phạm Ánh Dương,Ông Phạm Ánh Dương,Ông Phạm Ánh Dương,Lãnh đạo chủ chốt của công ty An Phát Holdings (tính đến ngày 09/10/2024),Hoàn ứng,6.035.131.575,1.273.484.589,,,6035131575.0,1273484589.0
Ông Nguyễn Lê Trung,Ông Nguyễn Lê Trung,Ông Nguyễn Lê Trung,Tổng Giám đốc,Chỉ hộ,246.882.154,-,,,246882154.0,
Ông Nguyễn Lê Trung,Ông Nguyễn Lê Trung,Ông Nguyễn Lê Trung,Tổng Giám đốc,Thu tiền chỉ hộ,475.815.163,-,,,475815163.0,
Ông Phạm Đỗ Huy Cường,Ông Phạm Đỗ Huy Cường,Ông Phạm Đỗ Huy Cường,Lãnh đạo chủ chốt tại Công ty An Phát Holdings và công ty con,Chỉ hộ và tạm ứng,29.967.500.000,22.884.887.500,,,29967500000.0,22884887500.0
Ông Phạm Đỗ Huy Cường,Ông Phạm Đỗ Huy Cường,Ông Phạm Đỗ Huy Cường,Lãnh đạo chủ chốt tại Công ty An Phát Holdings và công ty con,Hoàn ứng,31.291.353.840,19.188.490.000,,,31291353840.0,19188490000.0
Ông Phạm Đỗ Huy Cường,Ông Phạm Đỗ Huy Cường,Ông Phạm Đỗ Huy Cường,Lãnh đạo chủ chốt tại Công ty An Phát Holdings và công ty con,Cho vay,10.000.000.000,-,,,10000000000.0,
Ông Phạm Đỗ Huy Cường,Ông Phạm Đỗ Huy Cường,Ông Phạm Đỗ Huy Cường,Lãnh đạo chủ chốt tại Công ty An Phát Holdings và công ty con,Thu hồi gốc vay,10.000.000.000,-,,,10000000000.0,
Ông Phạm Đỗ Huy Cường,Ông Phạm Đỗ Huy Cường,Ông Phạm Đỗ Huy Cường,Lãnh đạo chủ chốt tại Công ty An Phát Holdings và công ty con,Lãi cho vay,157.808.219,-,,,157808219.0,
Ông Ngô Văn Thụ,Ông Ngô Văn Thụ,Ông Ngô Văn Thụ,Lãnh đạo chủ chốt tại công ty con,Tạm ứng,605.000.000,-,,,605000000.0,
Ông Ngô Văn Thụ,Ông Ngô Văn Thụ,Ông Ngô Văn Thụ,Lãnh đạo chủ chốt tại công ty con,Hoàn ứng,763.160.000,-,,,763160000.0,
