row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Trích trước lương tháng 13,Ngắn hạn > Trích trước lương tháng 13,Trích trước lương tháng 13,61.268.606.939,28.494.919.162,61268606939.0,28494919162.0
Chi phí xây dựng trích trước,Ngắn hạn > Chi phí xây dựng trích trước,Chi phí xây dựng trích trước,12.014.144.103,77.766.835.507,12014144103.0,77766835507.0
Trích trước tiền điện,Ngắn hạn > Trích trước tiền điện,Trích trước tiền điện,8.543.690.954,4.997.418.272,8543690954.0,4997418272.0
Chi phí lãi vay phải trả,Ngắn hạn > Chi phí lãi vay phải trả,Chi phí lãi vay phải trả,6.167.458.802,20.797.016.062,6167458802.0,20797016062.0
Chi phí phải trả khác,Ngắn hạn > Chi phí phải trả khác,Chi phí phải trả khác,4.485.136.153,1.723.410.625,4485136153.0,1723410625.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,92.479.036.951,133.779.599.628,92479036951.0,133779599628.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải trả các bên khác,Trong đó: > Phải trả các bên khác,Phải trả các bên khác,92.479.036.951,124.641.481.273,92479036951.0,124641481273.0
Phải trả các bên liên quan (Thuyết minh số 36),Trong đó: > Phải trả các bên liên quan (Thuyết minh số 36),Phải trả các bên liên quan (Thuyết minh số 36),-,9.138.118.355,,9138118355.0
