row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Phải trả các bên khác,Phải trả các bên khác,Phải trả các bên khác,956.484.384.542,3.762.984.125.292,956484384542.0,3762984125292.0
Công ty Cổ phần Kinh doanh Nông sản,Công ty Cổ phần Kinh doanh Nông sản,Công ty Cổ phần Kinh doanh Nông sản,,,,
Tiến Phát,Công ty Cổ phần Kinh doanh Nông sản > Tiến Phát,Tiến Phát,294.549.561.000,-,294549561000.0,
Công ty Cổ phần Nông sản MOGB Quốc tế,Công ty Cổ phần Kinh doanh Nông sản > Công ty Cổ phần Nông sản MOGB Quốc tế,Công ty Cổ phần Nông sản MOGB Quốc tế,164.637.498.100,617.171.520.673,164637498100.0,617171520673.0
Công ty Cổ phần Nông sản Cavi Việt Nam,Công ty Cổ phần Kinh doanh Nông sản > Công ty Cổ phần Nông sản Cavi Việt Nam,Công ty Cổ phần Nông sản Cavi Việt Nam,151.175.190.000,-,151175190000.0,
Công ty Cổ phần Nông sản Tzan Quốc tế,Công ty Cổ phần Kinh doanh Nông sản > Công ty Cổ phần Nông sản Tzan Quốc tế,Công ty Cổ phần Nông sản Tzan Quốc tế,79.893.844.100,438.557.808.100,79893844100.0,438557808100.0
Công ty Cổ phần CBOT Việt Nam,Công ty Cổ phần Kinh doanh Nông sản > Công ty Cổ phần CBOT Việt Nam,Công ty Cổ phần CBOT Việt Nam,248.497.430,608.016.363.680,248497430.0,608016363680.0
Công ty Cổ phần Kinh doanh Thương mại,Công ty Cổ phần Kinh doanh Thương mại,Công ty Cổ phần Kinh doanh Thương mại,,,,
Thịnh Phát,Công ty Cổ phần Kinh doanh Thương mại > Thịnh Phát,Thịnh Phát,-,803.555.401.736,,803555401736.0
Các bên khác,Công ty Cổ phần Kinh doanh Thương mại > Các bên khác,Các bên khác,265.979.793.912,1.295.683.031.103,265979793912.0,1295683031103.0
Phải trả các bên liên quan(Thuyết minh số 30),Công ty Cổ phần Kinh doanh Thương mại > Phải trả các bên liên quan(Thuyết minh số 30),Phải trả các bên liên quan(Thuyết minh số 30),84.569.966.697,17.231.047.033,84569966697.0,17231047033.0
TỔNG CỔNG,Công ty Cổ phần Kinh doanh Thương mại > TỔNG CỔNG,TỔNG CỔNG,1.041.054.351.239,3.780.215.172.325,1041054351239.0,3780215172325.0
