row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm(Trình bày lại – Thuyết minh số 32),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm(Trình bày lại – Thuyết minh số 32)
100,100,100,A. TÀI SẢN NGĂN HẠN,,2.069.971.998.188,4.312.623.953.083,,,2069971998188.0,4312623953083.0
110,110,110,I. Tiền và các khoản tương đương tiền,4,119.564.393.862,63.989.076.918,,4.0,119564393862.0,63989076918.0
111,111,111,1. Tiền,,79.564.393.862,51.989.076.918,,,79564393862.0,51989076918.0
112,112,112,2. Các khoản tương đương tiền,,40.000.000.000,12.000.000.000,,,40000000000.0,12000000000.0
120,120,120,II. Đầu tư tài chính ngắn hạn,,100.000.000.000,57.182.666.667,,,100000000000.0,57182666667.0
121,121,121,1. Chứng khoán kinh doanh,,-,65.097.500.000,,,,65097500000.0
122,122,122,2. Dự phòng giảm giá chứng khoán kinh doanh,,-,(7.914.833.333),,,,-7914833333.0
123,123,123,3. Đầu tư nắm giữ đến ngày đáo hạn,5,100.000.000.000,-,,5.0,100000000000.0,
130,130,130,III. Các khoản phải thu ngắn hạn,,1.099.299.708.971,3.144.768.697.742,,,1099299708971.0,3144768697742.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,6.1,643.501.723.127,2.863.040.379.237,,61.0,643501723127.0,2863040379237.0
132,132,132,2. Trả trước cho người bán ngắn hạn,6.2,25.699.870.125,30.804.571.227,,62.0,25699870125.0,30804571227.0
135,135,135,3. Phải thu về cho vay ngắn hạn,7,359.752.207.679,188.918.714.983,,7.0,359752207679.0,188918714983.0
136,136,136,4. Phải thu ngắn hạn khác,8,74.561.560.696,61.918.374.293,,8.0,74561560696.0,61918374293.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,"8, 9",(4.303.303.908),-,,,-4303303908.0,
139,139,139,6. Tài sản thiếu chờ xử lý,,87.651.252,86.658.002,,,87651252.0,86658002.0
140,140,140,IV. Hàng tồn kho,10,730.673.889.982,1.039.888.701.313,,10.0,730673889982.0,1039888701313.0
141,141,141,1. Hàng tồn kho,,730.673.889.982,1.039.888.701.313,,,730673889982.0,1039888701313.0
150,150,150,V. Tài sản ngắn hạn khác,,20.434.005.373,6.794.810.443,,,20434005373.0,6794810443.0
151,151,151,1. Chi phí trả trước ngắn hạn,16,20.393.364.578,6.794.810.443,,16.0,20393364578.0,6794810443.0
152,152,152,2. Thuế GTGT được khấu trừ,,33.224.302,-,,,33224302.0,
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,,7.416.493,-,,,7416493.0,
