row_label_raw,row_label_full,col_0,Số đầu năm(trình bày trước đây),Ảnh hưởng củadiều chỉnh lại,Số đầu năm(đã điều chỉnh lại),numeric__Số đầu năm(trình bày trước đây),numeric__Ảnh hưởng củadiều chỉnh lại,numeric__Số đầu năm(đã điều chỉnh lại)
Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,101.989.076.918,(50.000.000.000),51.989.076.918,101989076918.0,-50000000000.0,51989076918.0
Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,2.813.040.379.237,50.000.000.000,2.863.040.379.237,2813040379237.0,50000000000.0,2863040379237.0
"Phải thu ngắn hạn khác Đầu tư vào công ty liên doanh, liên kết","Phải thu ngắn hạn khác Đầu tư vào công ty liên doanh, liên kết","Phải thu ngắn hạn khác Đầu tư vào công ty liên doanh, liên kết",42.278.011.771,19.640.362.522,61.918.374.293,42278011771.0,19640362522.0,61918374293.0
,,,64.024.187.416,(19.640.362.522),44.383.824.894,64024187416.0,-19640362522.0,44383824894.0
