row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Số cuối năm,VND Số đầu năm,numeric__Nội dung nghiệp vụ,numeric__Số cuối năm,numeric__VND Số đầu năm
Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,,,
BAF Tây Ninh,Phải trả người bán ngắn hạn > BAF Tây Ninh,BAF Tây Ninh,Mua hàng hóa,45.955.595.926,-,,45955595926.0,
Chăn nuôi Minh Thành,Phải trả người bán ngắn hạn > Chăn nuôi Minh Thành,Chăn nuôi Minh Thành,Mua hàng hóa,16.489.118.677,16.219.618.924,,16489118677.0,16219618924.0
Trang Trại Xanh 1,Phải trả người bán ngắn hạn > Trang Trại Xanh 1,Trang Trại Xanh 1,Mua hàng hóa,12.797.119.500,-,,12797119500.0,
Tân Long,Phải trả người bán ngắn hạn > Tân Long,Tân Long,Mua hàng hóa,8.306.662.309,791.428.109,,8306662309.0,791428109.0
Siba Food Việt Nam,Phải trả người bán ngắn hạn > Siba Food Việt Nam,Siba Food Việt Nam,Mua hàng hóa,1.021.470.285,-,,1021470285.0,
Chăn nuôi Bảo Ngọc,Phải trả người bán ngắn hạn > Chăn nuôi Bảo Ngọc,Chăn nuôi Bảo Ngọc,Mua hàng hóa,-,220.000.000,,,220000000.0
TỔNG CỘNG,Phải trả người bán ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,,84.569.966.697,17.231.047.033,,84569966697.0,17231047033.0
Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,,,
Chăn nuôi Minh Thành,Phải trả ngắn hạn khác > Chăn nuôi Minh Thành,Chăn nuôi Minh Thành,Thu hộ,30.564.707.100,20.786.234.500,,30564707100.0,20786234500.0
BAF Bình Định,Phải trả ngắn hạn khác > BAF Bình Định,BAF Bình Định,Lãi vay,5.389.055.085,1.252.832.877,,5389055085.0,1252832877.0
Sông Hinh,Phải trả ngắn hạn khác > Sông Hinh,Sông Hinh,Lãi vay,4.256.723.014,1.910.120.548,,4256723014.0,1910120548.0
Hải Đăng Tây Ninh,Phải trả ngắn hạn khác > Hải Đăng Tây Ninh,Hải Đăng Tây Ninh,Lãi vay,1.959.441.680,-,,1959441680.0,
Chăn nuôi Kim Hội,Phải trả ngắn hạn khác > Chăn nuôi Kim Hội,Chăn nuôi Kim Hội,Thuê trại,642.000.000,-,,642000000.0,
Tân Châu,Phải trả ngắn hạn khác > Tân Châu,Tân Châu,Lãi vay,332.400.000,,,332400000.0,
Tân Hưng,Phải trả ngắn hạn khác > Tân Hưng,Tân Hưng,Lãi vay,282.253.151,2.460.000.000,,282253151.0,2460000000.0
BAF Tây Ninh,Phải trả ngắn hạn khác > BAF Tây Ninh,BAF Tây Ninh,Lãi vay,-,121.000.000,,,121000000.0
,,,,43.426.580.030,26.530.187.925,,43426580030.0,26530187925.0
