row_label_raw,row_label_full,col_0,Số đầu năm,Tăng trong năm,Giảm trong năm,Chi phí phát hành trái phiếu,Phân bổ chi phí phát hành trái phiếu,Phân loại lại,Số cuối năm,numeric__Số đầu năm,numeric__Tăng trong năm,numeric__Giảm trong năm,numeric__Chi phí phát hành trái phiếu,numeric__Phân bổ chi phí phát hành trái phiếu,numeric__Phân loại lại,numeric__Số cuối năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,161.007.061.000,486.191.388.150,(195.767.744.150),-,-,3.439.200.000,454.869.905.000,161007061000.0,486191388150.0,-195767744150.0,,,3439200000.0,454869905000.0
Vay ngân hàng (Thuyết minh số 22.1),Vay ngân hàng (Thuyết minh số 22.1),Vay ngân hàng (Thuyết minh số 22.1),,299.851.388.150,(96.572.744.150),-,-,-,203.278.644.000,,299851388150.0,-96572744150.0,,,,203278644000.0
Vay các bên liên quan (Thuyết minh số 22.2 và số 30),Vay các bên liên quan (Thuyết minh số 22.2 và số 30),Vay các bên liên quan (Thuyết minh số 22.2 và số 30),161.007.061.000,186.340.000.000,(99.195.000.000),-,-,-,248.152.061.000,161007061000.0,186340000000.0,-99195000000.0,,,,248152061000.0
Vay ngân hàng dài hạn đến hạn trả (Thuyết minh số 22.4),Vay ngân hàng dài hạn đến hạn trả (Thuyết minh số 22.4),Vay ngân hàng dài hạn đến hạn trả (Thuyết minh số 22.4),-,-,-,-,-,3.439.200.000,3.439.200.000,,,,,,3439200000.0,3439200000.0
Dải hạn,Dải hạn,Dải hạn,-,316.790.000.000,(1.002.900.000),(12.000.000.000),1.497.313.297,(3.439.200.000),301.845.213.297,,316790000000.0,-1002900000.0,-12000000000.0,1497313297.0,-3439200000.0,301845213297.0
Trái phiếu phát hành (Thuyết minh số 22.3),Trái phiếu phát hành (Thuyết minh số 22.3),Trái phiếu phát hành (Thuyết minh số 22.3),-,300.000.000.000,-,(12.000.000.000),1.497.313.297,-,289.497.313.297,,300000000000.0,,-12000000000.0,1497313297.0,,289497313297.0
Vay ngân hàng (Thuyết minh số 22.4),Vay ngân hàng (Thuyết minh số 22.4),Vay ngân hàng (Thuyết minh số 22.4),-,16.790.000.000,(1.002.900.000),-,-,(3.439.200.000),12.347.900.000,,16790000000.0,-1002900000.0,,,-3439200000.0,12347900000.0
TỔNG CỔNG,TỔNG CỔNG,TỔNG CỔNG,161.007.061.000,802.981.388.150,(196.770.644.150),(12.000.000.000),1.497.313.297,-,756.715.118.297,161007061000.0,802981388150.0,-196770644150.0,-12000000000.0,1497313297.0,,756715118297.0
