row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm(Trình bày lại – Thuyết minh số 32),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm(Trình bày lại – Thuyết minh số 32)
200,200,200,B. TÀI SẢN DÀI HẠN,,1.582.096.941.734,1.153.536.529.735,,,1582096941734.0,1153536529735.0
210,210,210,I. Các khoản phải thu dài hạn,,69.852.014.200,82.600.809.256,,,69852014200.0,82600809256.0
215,215,215,1. Phải thu về cho vay dài hạn,7,675.000.000,17.110.809.256,,7.0,675000000.0,17110809256.0
216,216,216,2. Phải thu dài hạn khác,8,69.177.014.200,65.490.000.000,,8.0,69177014200.0,65490000000.0
220,220,220,II. Tài sản cố định,,326.685.651.077,301.203.870.226,,,326685651077.0,301203870226.0
221,221,221,1. Tài sản cố định hữu hình,11,145.114.825.380,119.615.650.189,,11.0,145114825380.0,119615650189.0
222,222,222,Nguyên giá,,195.188.801.948,157.484.012.801,,,195188801948.0,157484012801.0
223,223,223,Giá trị khấu hao lũy kế,,(50.073.976.568),(37.868.362.612),,,-50073976568.0,-37868362612.0
227,227,227,2. Tài sản cố định vô hình,12,181.570.825.697,181.588.220.037,,12.0,181570825697.0,181588220037.0
228,228,228,Nguyên giá,,182.431.826.000,182.095.526.000,,,182431826000.0,182095526000.0
229,229,229,Giá trị hao mòn lũy kế,,(861.000.303),(507.305.963),,,-861000303.0,-507305963.0
230,230,230,III. Bất động sản đầu tư,13,14.649.842.650,14.912.916.682,,13.0,14649842650.0,14912916682.0
231,231,231,1. Nguyên giá,,15.175.990.712,15.175.990.712,,,15175990712.0,15175990712.0
232,232,232,2. Giá trị hao mòn lũy kế,,(526.148.062),(263.074.030),,,-526148062.0,-263074030.0
240,240,240,IV. Tài sản dở dang dài hạn,,38.052.528.999,11.239.203.104,,,38052528999.0,11239203104.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,14,38.052.528.999,11.239.203.104,,14.0,38052528999.0,11239203104.0
250,250,250,V. Đầu tư tài chính dài hạn,,1.018.057.790.505,677.944.195.188,,,1018057790505.0,677944195188.0
251,251,251,1. Đầu tư vào công ty con,15.1,1.000.682.039.781,650.380.000.000,,151.0,1000682039781.0,650380000000.0
252,252,252,"2. Đầu tư vào công ty liên doanh, liên kết",15.2,-,44.383.824.894,,152.0,,44383824894.0
253,253,253,3. Đầu tư góp vốn vào các đơn vị khác,15.3,29.400.000.000,-,,153.0,29400000000.0,
254,254,254,4. Dự phòng đầu tư tài chính dài hạn,15.1,(12.024.249.276),(16.819.629.706),,151.0,-12024249276.0,-16819629706.0
260,260,260,VI. Tài sản dài hạn khác,,114.799.114.303,65.635.535.279,,,114799114303.0,65635535279.0
261,261,261,1. Chi phí trả trước dài hạn,16,111.627.655.783,65.635.535.279,,16.0,111627655783.0,65635535279.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,29.3,3.171.458.520,-,,293.0,3171458520.0,
270,270,270,TỔNG CỘNG TÀI SẢN,,3.652.068.939.922,5.466.160.482.818,,,3652068939922.0,5466160482818.0
