row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Dự phòng,Số đầu năm > Giá trị,Số đầu năm > Dự phòng,VND,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Dự phòng,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Dự phòng,numeric__VND
AG World International Corporation,AG World International Corporation,AG World International Corporation,2.408.429.160,2.408.429.160,2.408.429.160,,-,2408429160.0,2408429160.0,2408429160.0,,
Khác,Khác,Khác,2.619.141.722,1.894.874.748,1.672.385.418,,-,2619141722.0,1894874748.0,1672385418.0,,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,5.027.570.882,4.303.303.908,4.080.814.578,,-,5027570882.0,4303303908.0,4080814578.0,,
