row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm nay,VNDNăm trước,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__VNDNăm trước
BAF Tây Ninh,BAF Tây Ninh,BAF Tây Ninh,Mua thức ăn chăn nuôi,167.425.790.795,-,,167425790795.0,
BAF Tây Ninh,BAF Tây Ninh,BAF Tây Ninh,Bán nông sản,15.211.555.784,-,,15211555784.0,
BAF Tây Ninh,BAF Tây Ninh,BAF Tây Ninh,Lãi vay,421.430.138,-,,421430138.0,
BAF MeatBình Phước,BAF MeatBình Phước,BAF MeatBình Phước,Góp vốn,120.000.000.000,-,,120000000000.0,
Chăn nuôiKim Hội,Chăn nuôiKim Hội,Chăn nuôiKim Hội,Chi phí thuê trại,12.600.000.000,-,,12600000000.0,
Chăn nuôiKim Hội,Chăn nuôiKim Hội,Chăn nuôiKim Hội,Cho vay,1.023.459.655,-,,1023459655.0,
Chăn nuôiKim Hội,Chăn nuôiKim Hội,Chăn nuôiKim Hội,Tạm ứng thuê trại,428.422.274,-,,428422274.0,
Chăn nuôiKim Hội,Chăn nuôiKim Hội,Chăn nuôiKim Hội,Lãi cho vay,174.536.716,-,,174536716.0,
Chăn nuôiKim Hội,Chăn nuôiKim Hội,Chăn nuôiKim Hội,Đặt cọc thuê trại,-,11.280.000.000,,,11280000000.0
Anh Vũ PhúYên,Anh Vũ PhúYên,Anh Vũ PhúYên,Cho vay,93.990.000.000,80.300.000.000,,93990000000.0,80300000000.0
Anh Vũ PhúYên,Anh Vũ PhúYên,Anh Vũ PhúYên,Bán heo,55.284.680.800,-,,55284680800.0,
Anh Vũ PhúYên,Anh Vũ PhúYên,Anh Vũ PhúYên,Bán cám,35.042.865.170,-,,35042865170.0,
Anh Vũ PhúYên,Anh Vũ PhúYên,Anh Vũ PhúYên,Mua nông sản,21.856.164.732,-,,21856164732.0,
Anh Vũ PhúYên,Anh Vũ PhúYên,Anh Vũ PhúYên,Lãi cho vay,3.848.950.685,1.554.772.603,,3848950685.0,1554772603.0
Đông AnKhánh,Đông AnKhánh,Đông AnKhánh,Cho vay,77.064.000.000,2.487.845.000,,77064000000.0,2487845000.0
Đông AnKhánh,Đông AnKhánh,Đông AnKhánh,Lãi cho vay,2.278.406.466,-,,2278406466.0,
Thiên PhúSơn,Thiên PhúSơn,Thiên PhúSơn,Vay,52.340.000.000,-,,52340000000.0,
Thiên PhúSơn,Thiên PhúSơn,Thiên PhúSơn,Lãi cho vay,157.939.726,-,,157939726.0,
Nam AnKhánh,Nam AnKhánh,Nam AnKhánh,Cho vay,62.800.000.000,5.800.000.000,,62800000000.0,5800000000.0
Nam AnKhánh,Nam AnKhánh,Nam AnKhánh,Lãi cho vay,2.049.764.386,222.147.944,,2049764386.0,222147944.0
Trang TrạiXanh 2,Trang TrạiXanh 2,Trang TrạiXanh 2,Cho vay,48.180.000.000,-,,48180000000.0,
Trang TrạiXanh 2,Trang TrạiXanh 2,Trang TrạiXanh 2,Lãi cho vay,593.133.698,-,,593133698.0,
Trang TrạiXanh 1,Trang TrạiXanh 1,Trang TrạiXanh 1,Cho vay,47.950.000.000,107.946.434.000,,47950000000.0,107946434000.0
Trang TrạiXanh 1,Trang TrạiXanh 1,Trang TrạiXanh 1,Mua nông sản,35.997.119.780,-,,35997119780.0,
Trang TrạiXanh 1,Trang TrạiXanh 1,Trang TrạiXanh 1,Bán cám,7.474.077.640,-,,7474077640.0,
Trang TrạiXanh 1,Trang TrạiXanh 1,Trang TrạiXanh 1,Lãi cho vay,3.110.416.439,1.799.983.561,,3110416439.0,1799983561.0
Chăn nuôiMinh Thành,Chăn nuôiMinh Thành,Chăn nuôiMinh Thành,Mua hàng hóa,122.865.462.534,15.007.644.448,,122865462534.0,15007644448.0
Chăn nuôiMinh Thành,Chăn nuôiMinh Thành,Chăn nuôiMinh Thành,Bán cám,31.491.414.405,67.727.951.955,,31491414405.0,67727951955.0
Chăn nuôiMinh Thành,Chăn nuôiMinh Thành,Chăn nuôiMinh Thành,Bán heo,6.663.018.000,35.854.938.791,,6663018000.0,35854938791.0
Chăn nuôiMinh Thành,Chăn nuôiMinh Thành,Chăn nuôiMinh Thành,Cho vay,2.800.000.000,-,,2800000000.0,
Chăn nuôiMinh Thành,Chăn nuôiMinh Thành,Chăn nuôiMinh Thành,Lãi cho vay,428.923.175,2.850.728.668,,428923175.0,2850728668.0
Chăn nuôiMinh Thành,Chăn nuôiMinh Thành,Chăn nuôiMinh Thành,Thu hộ,30.448.556.450,34.946.909.500,,30448556450.0,34946909500.0
