row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm nay,VNDNăm trước,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__VNDNăm trước
Tâm Hưng,Tâm Hưng,Tâm Hưng,VayLãi vay,21.000.000.000282.253.151,-,,2.100000000028225e+19,
Công ty TNHH Agro Việt,Công ty TNHH Agro Việt,Công ty TNHH Agro Việt,Thanh lý công ty liên doanh,14.983.824.894,-,,14983824894.0,
Tân Châu,Tân Châu,Tân Châu,VayLãi vay,25.000.000.000332.400.000,-,,2.50000000003324e+19,
Sông Hinh,Sông Hinh,Sông Hinh,Tiền vay đã trảLãi vayVay,12.085.000.0002.346.602.466-,1.910.120.54844.500.000.000,,,1.910120548445e+20
Bắc An Khánh,Bắc An Khánh,Bắc An Khánh,Cho vayLãi cho vay,10.260.000.0001.611.215.341,29.666.462.000325.988.300,,1.0260000000161122e+20,2.966646200032599e+19
BAF Bình Định,BAF Bình Định,BAF Bình Định,Lãi vayVay,4.136.222.2101.000.000.000,1.252.832.88768.785.119.000,,4.1362222101e+19,1.2528328876878512e+20
Chăn nuôi Bảo Ngọc,Chăn nuôi Bảo Ngọc,Chăn nuôi Bảo Ngọc,Cho vayChi phí thuê trạiLãi cho vay,5.990.000.0003.954.545.4551.574.071.431,-,,5.9900000003954546e+29,
Chăn nuôi Bảo Ngọc,Chăn nuôi Bảo Ngọc,Chăn nuôi Bảo Ngọc,Cho vayChi phí thuê trạiLãi cho vay,5.990.000.0003.954.545.4551.574.071.431,-,,5.9900000003954546e+29,
Chăn nuôi Bảo Ngọc,Chăn nuôi Bảo Ngọc,Chăn nuôi Bảo Ngọc,Cho vayChi phí thuê trạiLãi cho vay,5.990.000.0003.954.545.4551.574.071.431,1.131.558.268,,5.9900000003954546e+29,1131558268.0
Siba Food Việt Nam,Siba Food Việt Nam,Siba Food Việt Nam,Bán sản phẩm từ heoBán heoMua hàng hóa,373.827.099.2352.164.232.0001.021.470.285,-,,3.738270992352164e+31,
Siba Food Việt Nam,Siba Food Việt Nam,Siba Food Việt Nam,Bán sản phẩm từ heoBán heoMua hàng hóa,373.827.099.2352.164.232.0001.021.470.285,-,,3.738270992352164e+31,
Siba Food Việt Nam,Siba Food Việt Nam,Siba Food Việt Nam,Bán sản phẩm từ heoBán heoMua hàng hóa,373.827.099.2352.164.232.0001.021.470.285,-,,3.738270992352164e+31,
Hải Đăng Tây Ninh,Hải Đăng Tây Ninh,Hải Đăng Tây Ninh,VayLãi vayLãi cho vay,67.000.000.0001.959.441.680-,-256.438.356,,,-256438356.0
Hải Đăng Tây Ninh,Hải Đăng Tây Ninh,Hải Đăng Tây Ninh,VayLãi vayLãi cho vay,67.000.000.0001.959.441.680-,-256.438.356,,,-256438356.0
Tân Long,Tân Long,Tân Long,Mua nông sảnBán nông sản,48.570.142.500-,27.084.238.830687.432.068.099,,,2.708423883068743e+22
