row_label_raw,row_label_full,Mã số > 50 > 60,CHỈ TIÊU > Lưu chuyển tiền và các khoản tương đương tiền thuần trong năm > Tiền và các khoản tương đương tiền đầu năm,Thuyết minh,Năm nay > 55.573.936.576 > 63.989.076.918,Năm trước (Trình bày lại – Thuyết minh số 32) > 56.577.798.660 > 7.411.278.258,numeric__CHỈ TIÊU > Lưu chuyển tiền và các khoản tương đương tiền thuần trong năm > Tiền và các khoản tương đương tiền đầu năm,numeric__Thuyết minh,numeric__Năm nay > 55.573.936.576 > 63.989.076.918,numeric__Năm trước (Trình bày lại – Thuyết minh số 32) > 56.577.798.660 > 7.411.278.258
61,61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,1.380.368,-,,,1380368.0,
70,70,70,Tiền và các khoản tương đương tiền cuối năm,4,119.564.393.862,63.989.076.918,,4.0,119564393862.0,63989076918.0
