row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Doanh thu gộp,Doanh thu gộp,Doanh thu gộp,6.443.417.590.817,10.438.070.008.694,6443417590817.0,10438070008694.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu bán nông sản,Trong đó: > Doanh thu bán nông sản,Doanh thu bán nông sản,4.979.230.770.950,9.688.013.527.132,4979230770950.0,9688013527132.0
Doanh thu hoạt động chăn nuôi,Trong đó: > Doanh thu hoạt động chăn nuôi,Doanh thu hoạt động chăn nuôi,1.386.094.714.645,749.190.117.925,1386094714645.0,749190117925.0
Doanh thu bán cám,Trong đó: > Doanh thu bán cám,Doanh thu bán cám,76.930.287.042,-,76930287042.0,
Doanh thu cho thuê,Trong đó: > Doanh thu cho thuê,Doanh thu cho thuê,1.161.818.180,866.363.637,1161818180.0,866363637.0
Các khoản giảm trừ doanh thu:,Trong đó: > Các khoản giảm trừ doanh thu:,Các khoản giảm trừ doanh thu:,(1.876.109.320),(568.708.386),-1876109320.0,-568708386.0
Hàng bán bị trả lại,Trong đó: > Hàng bán bị trả lại,Hàng bán bị trả lại,(1.876.109.320),(568.708.386),-1876109320.0,-568708386.0
Doanh thu thuần,Trong đó: > Doanh thu thuần,Doanh thu thuần,6.441.541.481.497,10.437.501.300.308,6441541481497.0,10437501300308.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu đối với bên khác,Trong đó: > Doanh thu đối với bên khác,Doanh thu đối với bên khác,5.921.045.556.463,9.626.165.154.256,5921045556463.0,9626165154256.0
Doanh thu đối với bên liên quan(Thuyết minh số 30),Trong đó: > Doanh thu đối với bên liên quan(Thuyết minh số 30),Doanh thu đối với bên liên quan(Thuyết minh số 30),520.495.925.034,811.336.146.052,520495925034.0,811336146052.0
