row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,VND,VND,VND,VND,,,,
Giá trị,Giá trị,Giá trị,Số có khả năngtrà nợ,Giá trị,Số có khả năngtrà nợ,,,,,
1.298.943.925.302,Giá trị > 1.298.943.925.302,1.298.943.925.302,1.298.943.925.302,529.071.661.373,529.071.661.373,,1298943925302.0,529071661373.0,529071661373.0,
159.806.451.427,Giá trị > 159.806.451.427,159.806.451.427,159.806.451.427,-,-,,159806451427.0,,,
58.756.161.720,Giá trị > 58.756.161.720,58.756.161.720,58.756.161.720,57.831.729.358,57.831.729.358,,58756161720.0,57831729358.0,57831729358.0,
20.526.763.188,Giá trị > 20.526.763.188,20.526.763.188,20.526.763.188,-,-,,20526763188.0,,,
18.761.240.260,Giá trị > 18.761.240.260,18.761.240.260,18.761.240.260,23.725.630.102,23.725.630.102,,18761240260.0,23725630102.0,23725630102.0,
432.488.870.653,Giá trị > 432.488.870.653,432.488.870.653,432.488.870.653,417.846.715.246,417.846.715.246,,432488870653.0,417846715246.0,417846715246.0,
1.989.283.412.550,Giá trị > 1.989.283.412.550,1.989.283.412.550,1.989.283.412.550,1.028.475.736.079,1.028.475.736.079,,1989283412550.0,1028475736079.0,1028475736079.0,
1.394.868.887.124,Giá trị > 1.394.868.887.124,1.394.868.887.124,1.394.868.887.124,640.563.164.860,640.563.164.860,,1394868887124.0,640563164860.0,640563164860.0,
