row_label_raw,row_label_full,col_0,col_1,Năm nay,Năm trước,numeric__col_1,numeric__Năm nay,numeric__Năm trước
,,,,VND,VND,,,
Ông Trần Ngọc Nguyên,Ông Trần Ngọc Nguyên,Ông Trần Ngọc Nguyên,Chủ tịch HĐQT,2.385.626.692,1.998.039.808,,2385626692.0,1998039808.0
Ông Văn Tiến Thanh,Ông Văn Tiến Thanh,Ông Văn Tiến Thanh,Thành viên HĐQT kiểm Tổng Giám đốc,2.385.626.692,1.998.039.808,,2385626692.0,1998039808.0
Ông Trần Mỹ,Ông Trần Mỹ,Ông Trần Mỹ,Thành viên HĐQT (Miễn nhiệm ngày 10 tháng 01 năm 2024),1.550.378.464,1.624.346.452,,1550378464.0,1624346452.0
Ông Nguyễn Đức Hạnh,Ông Nguyễn Đức Hạnh,Ông Nguyễn Đức Hạnh,Thành viên HĐQT,1.933.674.089,1.624.346.452,,1933674089.0,1624346452.0
Ông Lê Đức Quang,Ông Lê Đức Quang,Ông Lê Đức Quang,Thành viên HĐQT,1.933.674.089,1.624.346.452,,1933674089.0,1624346452.0
Bà Đỗ Thị Hoa,Bà Đỗ Thị Hoa,Bà Đỗ Thị Hoa,Thành viên HĐQT độc lập,486.000.000,481.000.000,,486000000.0,481000000.0
Ông Trường Hồng,Ông Trường Hồng,Ông Trường Hồng,Thành viên HĐQT độc lập,486.000.000,481.000.000,,486000000.0,481000000.0
Ông Trần Chí Nguyên,Ông Trần Chí Nguyên,Ông Trần Chí Nguyên,Phó Tổng Giám đốc,1.933.674.089,1.624.346.452,,1933674089.0,1624346452.0
Ông Lê Ngọc Minh Trí,Ông Lê Ngọc Minh Trí,Ông Lê Ngọc Minh Trí,Phó Tổng Giám đốc,1.933.674.089,1.624.346.452,,1933674089.0,1624346452.0
Ông Nguyễn Tuấn Anh,Ông Nguyễn Tuấn Anh,Ông Nguyễn Tuấn Anh,Phó Tổng Giám đốc,1.933.674.089,1.624.346.452,,1933674089.0,1624346452.0
Bà Nguyễn Thị Hiền,Bà Nguyễn Thị Hiền,Bà Nguyễn Thị Hiền,Phó Tổng Giám đốc,1.933.674.089,1.624.346.452,,1933674089.0,1624346452.0
Ông Nguyễn Thanh Tùng,Ông Nguyễn Thanh Tùng,Ông Nguyễn Thanh Tùng,Phó Tổng Giám đốc,1.941.100.477,1.614.497.745,,1941100477.0,1614497745.0
Ông Đình Như Cường,Ông Đình Như Cường,Ông Đình Như Cường,Kế toán trưởng,1.792.842.762,1.510.861.262,,1792842762.0,1510861262.0
Bà Phan Thị Cẩm Hương,Bà Phan Thị Cẩm Hương,Bà Phan Thị Cẩm Hương,Trường ban kiểm soát,1.792.842.762,1.510.861.262,,1792842762.0,1510861262.0
Ông Đỗ Minh Dương,Ông Đỗ Minh Dương,Ông Đỗ Minh Dương,Thành viên Ban Kiểm soát,1.438.545.379,1.218.349.100,,1438545379.0,1218349100.0
Ông Lê Cảnh Khánh,Ông Lê Cảnh Khánh,Ông Lê Cảnh Khánh,Thành viên Ban Kiểm soát (Bỗ nhiệm ngày 12 tháng 6 năm 2023),49.772.727,-,,49772727.0,
Ông Trần Văn Bình,Ông Trần Văn Bình,Ông Trần Văn Bình,Thành viên Ban Kiểm soát (Miễn nhiệm ngày 12 tháng 6 năm 2023),927.778.307,1.103.727.682,,927778307.0,1103727682.0
,,,,26.838.558.796,23.286.801.831,,26838558796.0,23286801831.0
