row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGẮN HẠN,100,,13.504.495.425.086,11.624.186.590.632,,100.0,,13504495425086.0,11624186590632.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,4,2.284.399.788.772,2.125.625.291.560,,110.0,4.0,2284399788772.0,2125625291560.0
1.,1.,1.,Tiền,111,,2.274.399.788.772,2.125.625.291.560,,111.0,,2274399788772.0,2125625291560.0
2.,2.,2.,Các khoản tương đương tiền,112,,10.000.000.000,-,,112.0,,10000000000.0,
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,5,8.242.000.000.000,6.812.000.000.000,,120.0,5.0,8242000000000.0,6812000000000.0
1.,1.,1.,Đầu tư nằm giữ đến ngày đáo hạn,123,,8.242.000.000.000,6.812.000.000.000,,123.0,,8242000000000.0,6812000000000.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,365.838.325.697,188.149.708.424,,130.0,,365838325697.0,188149708424.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,6,198.511.991.794,1.404.795.808,,131.0,6.0,198511991794.0,1404795808.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,7,54.781.183.900,86.290.003.561,,132.0,7.0,54781183900.0,86290003561.0
3.,3.,3.,Phải thu ngắn hạn khác,136,8,155.143.495.512,141.988.594.864,,136.0,8.0,155143495512.0,141988594864.0
4.,4.,4.,Dự phòng phải thu ngắn hạn khó đòi,137,,(42.598.345.509),(41.533.685.809),,137.0,,-42598345509.0,-41533685809.0
IV.,IV.,IV.,Hàng tồn kho,140,9,2.160.588.161.856,2.282.527.702.409,,140.0,9.0,2160588161856.0,2282527702409.0
1.,1.,1.,Hàng tồn kho,141,,2.192.194.664.725,2.421.842.977.250,,141.0,,2192194664725.0,2421842977250.0
2.,2.,2.,Dự phòng giảm giá hàng tồn kho,149,,(31.606.502.869),(139.315.274.841),,149.0,,-31606502869.0,-139315274841.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,451.669.148.761,215.883.888.239,,150.0,,451669148761.0,215883888239.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,10,324.689.884.785,63.632.258.016,,151.0,10.0,324689884785.0,63632258016.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,126.477.061.647,151.749.427.894,,152.0,,126477061647.0,151749427894.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,16,502.202.329,502.202.329,,153.0,16.0,502202329.0,502202329.0
B.,B.,B.,TÀI SẢN DÀI HẠN,200,,1.733.471.002.213,2.542.674.129.384,,200.0,,1733471002213.0,2542674129384.0
I.,I.,I.,Tài sản cố định,220,,1.600.175.440.082,2.206.852.578.649,,220.0,,1600175440082.0,2206852578649.0
1.,1.,1.,Tài sản cố định hữu hình,221,11,1.249.767.699.101,2.159.644.948.177,,221.0,11.0,1249767699101.0,2159644948177.0
,,,- Nguyên giá,222,,15.430.176.837.908,15.270.937.810.324,,222.0,,15430176837908.0,15270937810324.0
,,,- Giá trị hao mòn lũy kế,223,,(14.180.409.138.807),(13.111.292.862.147),,223.0,,-14180409138807.0,-13111292862147.0
2.,2.,2.,Tài sản cố định vô hình,227,12,350.407.740.981,47.207.630.472,,227.0,12.0,350407740981.0,47207630472.0
,,,- Nguyên giá,228,,500.317.770.131,178.465.717.860,,228.0,,500317770131.0,178465717860.0
,,,- Giá trị hao mòn lũy kế,229,,(149.910.029.150),(131.258.087.388),,229.0,,-149910029150.0,-131258087388.0
II.,II.,II.,Tài sản dở dang dài hạn,240,,88.189.941.648,33.176.188.396,,240.0,,88189941648.0,33176188396.0
1.,1.,1.,Chi phí xây dựng cơ bản dở dang,242,13,88.189.941.648,33.176.188.396,,242.0,13.0,88189941648.0,33176188396.0
III.,III.,III.,Tài sản dài hạn khác,260,,45.105.620.483,302.645.362.339,,260.0,,45105620483.0,302645362339.0
1.,1.,1.,Chi phí trả trước dài hạn,261,10,35.009.926.028,294.351.326.527,,261.0,10.0,35009926028.0,294351326527.0
2.,2.,2.,Tài sản thuế thu nhập hoãn lại,262,,10.095.694.455,8.294.035.812,,262.0,,10095694455.0,8294035812.0
,,,TỔNG CỘNG TÀI SẢN (270=100+200),270,,15.237.966.427.299,14.166.860.720.016,,270.0,,15237966427299.0,14166860720016.0
