row_label_raw,row_label_full,col_0,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C.,C.,C.,NỘ PHẢI TRẢ,300,,5.274.583.193.141,3.561.411.903.496,,300.0,,5274583193141.0,3561411903496.0
I.,I.,I.,Nợ ngắn hạn,310,,4.517.257.789.256,2.874.435.985.843,,310.0,,4517257789256.0,2874435985843.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,14,1.989.283.412.550,1.028.475.736.079,,311.0,14.0,1989283412550.0,1028475736079.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,15,23.307.675.261,106.451.076.947,,312.0,15.0,23307675261.0,106451076947.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,16,74.088.243.051,71.483.643.553,,313.0,16.0,74088243051.0,71483643553.0
4.,4.,4.,Phải trả người lao động,314,,150.051.864.301,136.580.729.153,,314.0,,150051864301.0,136580729153.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,17,444.104.239.194,238.922.429.225,,315.0,17.0,444104239194.0,238922429225.0
6.,6.,6.,Phải trả ngắn hạn khác,319,18,65.901.883.958,304.137.127.708,,319.0,18.0,65901883958.0,304137127708.0
7.,7.,7.,Vay và nợ thuê tài chính ngắn hạn,320,19,845.805.808.955,2.559.405.532,,320.0,19.0,845805808955.0,2559405532.0
8.,8.,8.,Dự phòng phải trả ngắn hạn,321,20,588.968.647.901,679.260.884.288,,321.0,20.0,588968647901.0,679260884288.0
9.,9.,9.,"Quỹ khen thưởng, phúc lợi",322,21,335.746.014.085,306.564.953.358,,322.0,21.0,335746014085.0,306564953358.0
II.,II.,II.,Nợ dài hạn,330,,757.325.403.885,686.975.917.653,,330.0,,757325403885.0,686975917653.0
1.,1.,1.,Vay và nợ thuê tài chính dài hạn,338,22,2.964.479.875,1.048.481.500,,338.0,22.0,2964479875.0,1048481500.0
2.,2.,2.,Quỹ phát triển khoa học và công nghệ,343,23,754.360.924.010,685.927.436.153,,343.0,23.0,754360924010.0,685927436153.0
D.,D.,D.,VỐN CHỦ SỞ HỮU,400,,9.963.383.234.158,10.605.448.816.520,,400.0,,9963383234158.0,10605448816520.0
I.,I.,I.,Vốn chủ sở hữu,410,24,9.963.383.234.158,10.605.448.816.520,,410.0,24.0,9963383234158.0,10605448816520.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,5.294.000.000.000,5.294.000.000.000,,411.0,,5294000000000.0,5294000000000.0
,,,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,5.294.000.000.000,5.294.000.000.000,,,,5294000000000.0,5294000000000.0
2.,2.,2.,Vốn khác của chủ sở hữu,414,,3.665.420.000,3.665.420.000,,414.0,,3665420000.0,3665420000.0
3.,3.,3.,Quỹ đầu tư phát triển,418,,2.593.275.403.270,2.260.185.002.979,,418.0,,2593275403270.0,2260185002979.0
4.,4.,4.,Lợi nhuận sau thuế chưa phân phối,421,,2.044.851.345.036,3.018.455.058.084,,421.0,,2044851345036.0,3018455058084.0
,,,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,421a,,1.425.163.039.214,234.725.961.865,,,,1425163039214.0,234725961865.0
,,,- Lợi nhuận sau thuế chưa phân phối năm nay,421b,,619.688.305.822,2.783.729.096.219,,,,619688305822.0,2783729096219.0
5.,5.,5.,Lợi ích của cổ đông không kiểm soát,429,,27.591.065.852,29.143.335.457,,429.0,,27591065852.0,29143335457.0
,,,TỔNG CỘNG NGUỒN VỐN(440=300+400),440,,15.237.966.427.299,14.166.860.720.016,,440.0,,15237966427299.0,14166860720016.0
