row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
,,,VND,VND,,
Các khoản chi phí quản lý doanh nghiệp phát sinh trong năm,Các khoản chi phí quản lý doanh nghiệp phát sinh trong năm,Các khoản chi phí quản lý doanh nghiệp phát sinh trong năm,Các khoản chi phí quản lý doanh nghiệp phát sinh trong năm,Các khoản chi phí quản lý doanh nghiệp phát sinh trong năm,,
"Chi phí nguyên vật, vật liệu","Các khoản chi phí quản lý doanh nghiệp phát sinh trong năm > Chi phí nguyên vật, vật liệu","Chi phí nguyên vật, vật liệu",759.809.261,15.898.223.790,759809261.0,15898223790.0
Chi phí nhân viên,Các khoản chi phí quản lý doanh nghiệp phát sinh trong năm > Chi phí nhân viên,Chi phí nhân viên,14.130.505.226,17.091.708.954,14130505226.0,17091708954.0
Chi phí khấu hao TSCĐ,Các khoản chi phí quản lý doanh nghiệp phát sinh trong năm > Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,15.925.487.376,11.291.022.634,15925487376.0,11291022634.0
Chi phí dịch vụ mua ngoài,Các khoản chi phí quản lý doanh nghiệp phát sinh trong năm > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,36.322.182.077,9.166.629.623,36322182077.0,9166629623.0
Các khoản chi phí QLDN khác,Các khoản chi phí quản lý doanh nghiệp phát sinh trong năm > Các khoản chi phí QLDN khác,Các khoản chi phí QLDN khác,13.474.182.943,10.430.974.029,13474182943.0,10430974029.0
Cộng,Các khoản chi phí quản lý doanh nghiệp phát sinh trong năm > Cộng,Cộng,80.612.166.883,63.878.559.030,80612166883.0,63878559030.0
Các khoản chi phí bán hàng phát sinh trong năm,Các khoản chi phí bán hàng phát sinh trong năm,Các khoản chi phí bán hàng phát sinh trong năm,Các khoản chi phí bán hàng phát sinh trong năm,Các khoản chi phí bán hàng phát sinh trong năm,,
Chi phí nguyên vật liệu,Các khoản chi phí bán hàng phát sinh trong năm > Chi phí nguyên vật liệu,Chi phí nguyên vật liệu,362.297.829,665.180.028,362297829.0,665180028.0
Chi phí nhân viên,Các khoản chi phí bán hàng phát sinh trong năm > Chi phí nhân viên,Chi phí nhân viên,2.982.614.304,4.059.640.042,2982614304.0,4059640042.0
Chi phí khấu hao TSCĐ,Các khoản chi phí bán hàng phát sinh trong năm > Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,12.780.469.139,8.120.963.559,12780469139.0,8120963559.0
Chi phí dịch vụ mua ngoài,Các khoản chi phí bán hàng phát sinh trong năm > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,55.045.313.527,50.644.409.116,55045313527.0,50644409116.0
Các khoản chi phí bán hàng khác,Các khoản chi phí bán hàng phát sinh trong năm > Các khoản chi phí bán hàng khác,Các khoản chi phí bán hàng khác,7.621.102.309,9.708.133.796,7621102309.0,9708133796.0
Cộng,Các khoản chi phí bán hàng phát sinh trong năm > Cộng,Cộng,78.791.797.108,73.198.326.541,78791797108.0,73198326541.0
