row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,VND,VND,,
Ngắn hạn,Ngắn hạn,Ngắn hạn,45.360.514.919,79.027.590.404,45360514919.0,79027590404.0
Tạm ứng,Tạm ứng,Tạm ứng,11.751.959.836,34.500.161.000,11751959836.0,34500161000.0
"Ký quỹ, ký cược","Ký quỹ, ký cược","Ký quỹ, ký cược",11.431.056.494,7.920.021.285,11431056494.0,7920021285.0
Lãi dự thu tiền gửi và cho vay,Lãi dự thu tiền gửi và cho vay,Lãi dự thu tiền gửi và cho vay,6.724.497.260,482.841.325,6724497260.0,482841325.0
- Lãi dự thu tiền gửi có kỳ hạn tại các ngân hàng,- Lãi dự thu tiền gửi có kỳ hạn tại các ngân hàng,- Lãi dự thu tiền gửi có kỳ hạn tại các ngân hàng,4.870.969.863,482.841.325,4870969863.0,482841325.0
- Công ty CP Tập đoàn An Phát Holdings,- Công ty CP Tập đoàn An Phát Holdings,- Công ty CP Tập đoàn An Phát Holdings,1.460.854.109,-,1460854109.0,
- Công ty CP Nhựa Đại An,- Công ty CP Nhựa Đại An,- Công ty CP Nhựa Đại An,22.438.356,-,22438356.0,
- Công ty CP Nhựa bao bl An Vinh,- Công ty CP Nhựa bao bl An Vinh,- Công ty CP Nhựa bao bl An Vinh,144.513.700,-,144513700.0,
- Công ty TNHH Dương Phạm Investment,- Công ty TNHH Dương Phạm Investment,- Công ty TNHH Dương Phạm Investment,199.695.205,-,199695205.0,
- Công ty TNHH Đầu tư Việt và Dương,- Công ty TNHH Đầu tư Việt và Dương,- Công ty TNHH Đầu tư Việt và Dương,26.026.027,-,26026027.0,
Các khoản khác,Các khoản khác,Các khoản khác,15.453.001.329,36.124.566.794,15453001329.0,36124566794.0
- Tiền đến bù giải phóng mặt bằngđược trừ vào tiền thuê đất,- Tiền đến bù giải phóng mặt bằngđược trừ vào tiền thuê đất,- Tiền đến bù giải phóng mặt bằngđược trừ vào tiền thuê đất,-,18.481.993.000,,18481993000.0
- Tiền thuế GTGT đề nghị hoàn,- Tiền thuế GTGT đề nghị hoàn,- Tiền thuế GTGT đề nghị hoàn,-,10.000.000.000,,10000000000.0
- Các đối tượng khác (i),- Các đối tượng khác (i),- Các đối tượng khác (i),15.453.001.329,7.642.573.794,15453001329.0,7642573794.0
Dải hạn,Dải hạn,Dải hạn,373.270.643.000,-,373270643000.0,
Phải thu khác,Phải thu khác,Phải thu khác,373.270.643.000,-,373270643000.0,
- Tiền đến bù giải phóng mặt bằngđược trừ vào tiền thuê đất,- Tiền đến bù giải phóng mặt bằngđược trừ vào tiền thuê đất,- Tiền đến bù giải phóng mặt bằngđược trừ vào tiền thuê đất,17.770.643.000,-,17770643000.0,
- Công ty TNHH KCN Kỹ thuật cao An Phát (ii),- Công ty TNHH KCN Kỹ thuật cao An Phát (ii),- Công ty TNHH KCN Kỹ thuật cao An Phát (ii),355.500.000.000,-,355500000000.0,
Cộng,Cộng,Cộng,418.631.157.919,79.027.590.404,418631157919.0,79027590404.0
Trong đó phải thu khác là các bên liên quan(Chi tiết tại thuyết minh số 32),Trong đó phải thu khác là các bên liên quan(Chi tiết tại thuyết minh số 32),Trong đó phải thu khác là các bên liên quan(Chi tiết tại thuyết minh số 32),380.037.565.744,7.357.249.859,380037565744.0,7357249859.0
