row_label_raw,row_label_full,Số cuối năm > Giá trị,Số cuối năm > Số có khả năng trả nợ,Trong năm > Giảm,Trong năm > Tăng,Số đầu năm > Giá trị,Số đầu năm > Số có khả năng trả nợ,numeric__Số cuối năm > Số có khả năng trả nợ,numeric__Trong năm > Giảm,numeric__Trong năm > Tăng,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Số có khả năng trả nợ
VND,VND,VND,VND,VND,VND,VND,VND,,,,,
519.672.285.274,VND > 519.672.285.274,519.672.285.274,519.672.285.274,86.383.348.334,343.082.805.256,262.972.828.352,262.972.828.352,519672285274.0,86383348334.0,343082805256.0,262972828352.0,262972828352.0
26.164.519.452,VND > 26.164.519.452,26.164.519.452,26.164.519.452,9.093.523.304,590.805.256,34.667.237.500,34.667.237.500,26164519452.0,9093523304.0,590805256.0,34667237500.0,34667237500.0
63.800.000.000,VND > 63.800.000.000,63.800.000.000,63.800.000.000,29.400.000.000,-,93.200.000.000,93.200.000.000,63800000000.0,29400000000.0,,93200000000.0,93200000000.0
61.835.857.022,VND > 61.835.857.022,61.835.857.022,61.835.857.022,22.121.910.968,2.492.000.000,81.465.767.990,81.465.767.990,61835857022.0,22121910968.0,2492000000.0,81465767990.0,81465767990.0
367.871.908.800,VND > 367.871.908.800,367.871.908.800,367.871.908.800,25.767.914.062,340.000.000.000,53.639.822.862,53.639.822.862,367871908800.0,25767914062.0,340000000000.0,53639822862.0,53639822862.0
536.778.136.363,VND > 536.778.136.363,536.778.136.363,536.778.136.363,193.126.090.909,401.991.727.272,327.912.500.000,327.912.500.000,536778136363.0,193126090909.0,401991727272.0,327912500000.0,327912500000.0
-,VND > -,-,-,180.000.000.000,962.500.000,179.037.500.000,179.037.500.000,,180000000000.0,962500000.0,179037500000.0,179037500000.0
149.175.000.000,VND > 149.175.000.000,149.175.000.000,149.175.000.000,-,300.000.000,148.875.000.000,148.875.000.000,149175000000.0,,300000000.0,148875000000.0,148875000000.0
96.900.784.091,VND > 96.900.784.091,96.900.784.091,96.900.784.091,3.281.522.727,100.182.306.818,-,-,96900784091.0,3281522727.0,100182306818.0,,
193.801.568.181,VND > 193.801.568.181,193.801.568.181,193.801.568.181,6.563.045.455,200.364.613.636,-,-,193801568181.0,6563045455.0,200364613636.0,,
96.900.784.091,VND > 96.900.784.091,96.900.784.091,96.900.784.091,3.281.522.727,100.182.306.818,-,-,96900784091.0,3281522727.0,100182306818.0,,
-,VND > -,-,-,149.690.000.000,-,149.690.000.000,149.690.000.000,,149690000000.0,,149690000000.0,149690000000.0
-,VND > -,-,-,50.000.000.000,-,50.000.000.000,50.000.000.000,,50000000000.0,,50000000000.0,50000000000.0
-,VND > -,-,-,50.000.000.000,,50.000.000.000,50.000.000.000,,50000000000.0,,50000000000.0,50000000000.0
-,VND > -,-,-,49.690.000.000,,49.690.000.000,49.690.000.000,,49690000000.0,,49690000000.0,49690000000.0
-,VND > -,-,-,21.000.000.000,-,21.000.000.000,21.000.000.000,,21000000000.0,,21000000000.0,21000000000.0
-,VND > -,-,-,21.000.000.000,-,21.000.000.000,21.000.000.000,,21000000000.0,,21000000000.0,21000000000.0
1.056.450.421.637,VND > 1.056.450.421.637,1.056.450.421.637,1.056.450.421.637,450.199.439.243,745.074.532.528,761.575.328.352,761.575.328.352,1056450421637.0,450199439243.0,745074532528.0,761575328352.0,761575328352.0
