row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,VND,VND,,
Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,128.663.000.000,60.000.000.000,128663000000.0,60000000000.0
Công ty TNHH Dương Phạm Investment (i),Công ty TNHH Dương Phạm Investment (i),Công ty TNHH Dương Phạm Investment (i),4.000.000.000,-,4000000000.0,
Công ty TNHH Đầu tư Việt và Dương (i),Công ty TNHH Đầu tư Việt và Dương (i),Công ty TNHH Đầu tư Việt và Dương (i),24.100.000.000,-,24100000000.0,
Công ty CP An Phát Holdings (i),Công ty CP An Phát Holdings (i),Công ty CP An Phát Holdings (i),31.050.000.000,-,31050000000.0,
Công ty CP An Tiến Industries (i),Công ty CP An Tiến Industries (i),Công ty CP An Tiến Industries (i),7.000.000.000,30.000.000.000,7000000000.0,30000000000.0
Công ty Cổ Phần Nhựa Bao Bi An Vinh (i),Công ty Cổ Phần Nhựa Bao Bi An Vinh (i),Công ty Cổ Phần Nhựa Bao Bi An Vinh (i),15.500.000.000,-,15500000000.0,
Công ty Cổ phần nhựa Đại An (i),Công ty Cổ phần nhựa Đại An (i),Công ty Cổ phần nhựa Đại An (i),1.500.000.000,-,1500000000.0,
Các đối tượng khác (ii),Các đối tượng khác (ii),Các đối tượng khác (ii),45.513.000.000,30.000.000.000,45513000000.0,30000000000.0
Cộng,Cộng,Cộng,128.663.000.000,60.000.000.000,128663000000.0,60000000000.0
Trong đó phải thu về cho vay là các bên liên quan(Chi tiết tại thuyết minh số 32),Trong đó phải thu về cho vay là các bên liên quan(Chi tiết tại thuyết minh số 32),Trong đó phải thu về cho vay là các bên liên quan(Chi tiết tại thuyết minh số 32),53.550.000.000,30.000.000.000,53550000000.0,30000000000.0
