row_label_raw,row_label_full,CHỈ TIỀU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,01,,5.009.964.335.072,3.550.043.848.026,1.0,,5009964335072.0,3550043848026.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,02,,4.130.713.328,6.094.868.449,2.0,,4130713328.0,6094868449.0
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,24,5.005.833.621.744,3.543.948.979.577,10.0,24.0,5005833621744.0,3543948979577.0
4. Giá vốn hàng bán,4. Giá vốn hàng bán,4. Giá vốn hàng bán,11,25,4.543.084.150.595,3.122.247.212.703,11.0,25.0,4543084150595.0,3122247212703.0
5. Lợi nhuận góp về bán hàng và cung cấp dịch vụ (20 = 10 - 11),5. Lợi nhuận góp về bán hàng và cung cấp dịch vụ (20 = 10 - 11),5. Lợi nhuận góp về bán hàng và cung cấp dịch vụ (20 = 10 - 11),20,,462.749.471.149,421.701.766.874,20.0,,462749471149.0,421701766874.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,27,44.008.943.125,100.486.431.182,21.0,27.0,44008943125.0,100486431182.0
7. Chỉ phí tài chính,7. Chỉ phí tài chính,7. Chỉ phí tài chính,22,28,149.695.881.615,86.733.404.580,22.0,28.0,149695881615.0,86733404580.0
- Trong đó: Chỉ phí lãi vay,- Trong đó: Chỉ phí lãi vay,- Trong đó: Chỉ phí lãi vay,23,,89.576.083.061,72.238.546.834,23.0,,89576083061.0,72238546834.0
8. Chỉ phí bán hàng,8. Chỉ phí bán hàng,8. Chỉ phí bán hàng,25,29,78.791.797.108,73.198.326.541,25.0,29.0,78791797108.0,73198326541.0
9. Chỉ phí quản lý doanh nghiệp,9. Chỉ phí quản lý doanh nghiệp,9. Chỉ phí quản lý doanh nghiệp,26,29,80.612.166.883,63.878.559.030,26.0,29.0,80612166883.0,63878559030.0
10. Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + (21 - 22) - (25 + 26)),10. Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + (21 - 22) - (25 + 26)),10. Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + (21 - 22) - (25 + 26)),30,,197.658.568.668,298.377.907.905,30.0,,197658568668.0,298377907905.0
11. Thu nhập khác,11. Thu nhập khác,11. Thu nhập khác,31,,4.944.743.757,2.203.762.549,31.0,,4944743757.0,2203762549.0
12. Chỉ phí khác,12. Chỉ phí khác,12. Chỉ phí khác,32,,12.529.807,385.326.407,32.0,,12529807.0,385326407.0
13. Lợi nhuận khác (40 = 31 - 32),13. Lợi nhuận khác (40 = 31 - 32),13. Lợi nhuận khác (40 = 31 - 32),40,,4.932.213.950,1.818.436.142,40.0,,4932213950.0,1818436142.0
14. Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),14. Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),14. Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),50,,202.590.782.618,300.196.344.047,50.0,,202590782618.0,300196344047.0
15. Chỉ phí thuế TNDN hiện hành,15. Chỉ phí thuế TNDN hiện hành,15. Chỉ phí thuế TNDN hiện hành,51,30,31.678.697.329,48.882.016.623,51.0,30.0,31678697329.0,48882016623.0
16. Lợi nhuận sau thuế thu nhập doanh nghiệp (60 = 50 - 51),16. Lợi nhuận sau thuế thu nhập doanh nghiệp (60 = 50 - 51),16. Lợi nhuận sau thuế thu nhập doanh nghiệp (60 = 50 - 51),60,,170.912.085.289,251.314.327.424,60.0,,170912085289.0,251314327424.0
