row_label_raw,row_label_full,col_0,Năm 2017,Năm 2016,numeric__Năm 2017,numeric__Năm 2016
,,,Triệu VND,Triệu VND,,
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,67.063,41.216,67063.0,41216.0
"- Hoàn nhập dự phòng góp vốn, đầu tư dài hạn","- Hoàn nhập dự phòng góp vốn, đầu tư dài hạn","- Hoàn nhập dự phòng góp vốn, đầu tư dài hạn",-,2.186,,2186.0
"- Thu từ thanh lý tài sản, bắt động sản đầu tư","- Thu từ thanh lý tài sản, bắt động sản đầu tư","- Thu từ thanh lý tài sản, bắt động sản đầu tư",32.544,-,32544.0,
- Thu nhập khác,- Thu nhập khác,- Thu nhập khác,34.519,39.030,34519.0,39030.0
Chi phí liên quan đến hoạt động khác,Chi phí liên quan đến hoạt động khác,Chi phí liên quan đến hoạt động khác,(41.234),(13.200),-41234.0,-13200.0
- Chi thanh lý bắt động sản đầu tư,- Chi thanh lý bắt động sản đầu tư,- Chi thanh lý bắt động sản đầu tư,(32.689),-,-32689.0,
- Chi phí khác,- Chi phí khác,- Chi phí khác,(8.545),(13.200),-8545.0,-13200.0
Lãi thuần từ các hoạt động kinh doanh khác,Lãi thuần từ các hoạt động kinh doanh khác,Lãi thuần từ các hoạt động kinh doanh khác,25.829,28.016,25829.0,28016.0
"28 . Thu nhập từ góp vốn, mua cổ phần","28 . Thu nhập từ góp vốn, mua cổ phần","28 . Thu nhập từ góp vốn, mua cổ phần","28 . Thu nhập từ góp vốn, mua cổ phần","28 . Thu nhập từ góp vốn, mua cổ phần",,
,,,Năm 2017,Năm 2016,,
,,,Triệu VND,Triệu VND,,
"Cổ tức nhận được trong năm từ góp vốn, mua cổ phần","28 . Thu nhập từ góp vốn, mua cổ phần > Cổ tức nhận được trong năm từ góp vốn, mua cổ phần","Cổ tức nhận được trong năm từ góp vốn, mua cổ phần",14.690,8.752,14690.0,8752.0
- Từ chứng khoán Vốn kinh doanh,"28 . Thu nhập từ góp vốn, mua cổ phần > - Từ chứng khoán Vốn kinh doanh",- Từ chứng khoán Vốn kinh doanh,12.073,2.034,12073.0,2034.0
"- Từ góp vốn, đầu tư dài hạn","28 . Thu nhập từ góp vốn, mua cổ phần > - Từ góp vốn, đầu tư dài hạn","- Từ góp vốn, đầu tư dài hạn",2.617,6.718,2617.0,6718.0
,,,14.690,8.752,14690.0,8752.0
29 . Chi phí hoạt động,29 . Chi phí hoạt động,29 . Chi phí hoạt động,29 . Chi phí hoạt động,29 . Chi phí hoạt động,,
,,,Năm 2017,Năm 2016,,
,,,Triệu VND,Triệu VND,,
"Chi nộp thuế và các khoản phí, lệ phí","29 . Chi phí hoạt động > Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí",4.087,13.237,4087.0,13237.0
Chi phí cho nhân viên,29 . Chi phí hoạt động > Chi phí cho nhân viên,Chi phí cho nhân viên,367.117,335.924,367117.0,335924.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
- Chi lương và phụ cấp,Trong đó: > - Chi lương và phụ cấp,- Chi lương và phụ cấp,308.181,284.523,308181.0,284523.0
- Các khoản chi đóng góp theo lương,Trong đó: > - Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,21.368,19.764,21368.0,19764.0
- Chi trợ cấp,Trong đó: > - Chi trợ cấp,- Chi trợ cấp,3.135,5.309,3135.0,5309.0
- Chi khác cho nhân viên,Trong đó: > - Chi khác cho nhân viên,- Chi khác cho nhân viên,34.432,26.328,34432.0,26328.0
Chi về tài sản,Trong đó: > Chi về tài sản,Chi về tài sản,131.154,128.097,131154.0,128097.0
Trong đó: Khấu hao tài sản cố định,Trong đó: > Trong đó: Khấu hao tài sản cố định,Trong đó: Khấu hao tài sản cố định,33.848,33.808,33848.0,33808.0
Chi cho hoạt động quản lý công vụ,Trong đó: > Chi cho hoạt động quản lý công vụ,Chi cho hoạt động quản lý công vụ,156.655,147.128,156655.0,147128.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
- Công tác phí,Trong đó: > - Công tác phí,- Công tác phí,9.593,7.904,9593.0,7904.0
- Chi về các hoạt động đoàn thể của TCTD,Trong đó: > - Chi về các hoạt động đoàn thể của TCTD,- Chi về các hoạt động đoàn thể của TCTD,1.008,775,1008.0,775.0
"Chi nộp phí bảo hiểm, bảo đảm tiền gửi của khách hàng","Trong đó: > Chi nộp phí bảo hiểm, bảo đảm tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo đảm tiền gửi của khách hàng",88.844,80.580,88844.0,80580.0
Chi phí dự phòng,Trong đó: > Chi phí dự phòng,Chi phí dự phòng,1.046,-,1046.0,
,,,748.903,704.966,748903.0,704966.0
