row_label_raw,row_label_full,col_0,"Huy động vốn và cho vaylại, kinh doanhchứng khoán nợ","Huy động vốn và cho vaylại, kinh doanhchứng khoán nợ_1",Kinh doanh chứng khoánvốn và góp vốn muacổ phần,Kinh doanh chứng khoánvốn và góp vốn muacổ phần_1,Khác,Khác_1,Hoạt động chung khôngphân bổ,Hoạt động chung khôngphân bổ_1,Tổng cộng,Tổng cộng_1,"numeric__Huy động vốn và cho vaylại, kinh doanhchứng khoán nợ","numeric__Huy động vốn và cho vaylại, kinh doanhchứng khoán nợ_1",numeric__Kinh doanh chứng khoánvốn và góp vốn muacổ phần,numeric__Kinh doanh chứng khoánvốn và góp vốn muacổ phần_1,numeric__Khác,numeric__Khác_1,numeric__Hoạt động chung khôngphân bổ,numeric__Hoạt động chung khôngphân bổ_1,numeric__Tổng cộng,numeric__Tổng cộng_1
,,,Năm nay/Cuối nămTriệu VND,Năm trước/Đầu nămTriệu VND,Năm nay/Cuối nămTriệu VND,Năm trước/Đầu nămTriệu VND,Năm nay/Cuối nămTriệu VND,Năm trước/Đầu nămTriệu VND,Năm nay/Cuối nămTriệu VND,Năm trước/Đầu nămTriệu VND,Năm nay/Cuối nămTriệu VND,Năm trước/Đầu nămTriệu VND,,,,,,,,,,
IV. Nợ phải trả,IV. Nợ phải trả,IV. Nợ phải trả,85.115.653,69.728.174,-,-,-,-,291.936,402.865,85.407.589,70.131.039,85115653.0,69728174.0,,,,,291936.0,402865.0,85407589.0,70131039.0
1. Các khoản nợ Chính phủvà Ngân hàng Nhà nước,1. Các khoản nợ Chính phủvà Ngân hàng Nhà nước,1. Các khoản nợ Chính phủvà Ngân hàng Nhà nước,105.970,428.139,-,-,-,-,-,-,105.970,428.139,105970.0,428139.0,,,,,,,105970.0,428139.0
2. Tiền gửi và vay các tổchức tín dụng khác,2. Tiền gửi và vay các tổchức tín dụng khác,2. Tiền gửi và vay các tổchức tín dụng khác,18.837.374,7.138.426,-,-,-,-,-,-,18.837.374,7.138.426,18837374.0,7138426.0,,,,,,,18837374.0,7138426.0
3. Tiền gửi của khách hàng,3. Tiền gửi của khách hàng,3. Tiền gửi của khách hàng,63.415.099,59.156.703,-,-,-,-,-,-,63.415.099,59.156.703,63415099.0,59156703.0,,,,,,,63415099.0,59156703.0
"5. Vốn tài trợ, ủy thác đầutur, cho vay tổ chức tín dụngchịu rủi ro","5. Vốn tài trợ, ủy thác đầutur, cho vay tổ chức tín dụngchịu rủi ro","5. Vốn tài trợ, ủy thác đầutur, cho vay tổ chức tín dụngchịu rủi ro",3.887,7.901,-,-,-,-,-,-,3.887,7.901,3887.0,7901.0,,,,,,,3887.0,7901.0
6. Phát hành giấy tờ có giá,6. Phát hành giấy tờ có giá,6. Phát hành giấy tờ có giá,950.000,1.450.000,-,-,-,-,-,-,950.000,1.450.000,950000.0,1450000.0,,,,,,,950000.0,1450000.0
7. Các khoản nợ khác,7. Các khoản nợ khác,7. Các khoản nợ khác,1.803.323,1.547.005,-,-,-,-,291.936,402.865,2.095.259,1.949.870,1803323.0,1547005.0,,,,,291936.0,402865.0,2095259.0,1949870.0
