row_label_raw,row_label_full,Khu vực,Cho vay khách hàng và cho vay TCTD khác,Tiền gửi và tiền vay từ khách hàng và các TCTD khác,Các cam kết tín dụng,CCTC phái sinh (Tổng giá trị giao dịch theo hợp đồng),Kinh doanh và đầu tư chứng khoán,numeric__Cho vay khách hàng và cho vay TCTD khác,numeric__Tiền gửi và tiền vay từ khách hàng và các TCTD khác,numeric__Các cam kết tín dụng,numeric__CCTC phái sinh (Tổng giá trị giao dịch theo hợp đồng),numeric__Kinh doanh và đầu tư chứng khoán
Khu vực,Khu vực,Khu vực,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,
Trong nước,Khu vực > Trong nước,Trong nước,58.157.248,82.252.473,252.663,35.812,19.542.219,58157248.0,82252473.0,252663.0,35812.0,19542219.0
Trong nước,Khu vực > Trong nước,Trong nước,58.157.248,82.252.473,252.663,35.812,19.542.219,58157248.0,82252473.0,252663.0,35812.0,19542219.0
