row_label_raw,row_label_full,Chỉ tiêu > Số dư đầu năm > Tăng trong năm > Lợi nhuận tăng trong năm > Trích bổ sung các quỹ từ lợi nhuận năm trước (*),Vốn góp/Vốn điều lệ > Triệu VND > 5.000.000 > -,Thăng dư vốn cổ phần > Triệu VND > 7.398 > -,Quỹ Đầu tư phát triển > Triệu VND > 564 > -,Quỹ Dự phòng tài chính > Triệu VND > 159.945 > 51.251 > - > 51.251,Quỹ dự trữ bổ sung vốn điều lệ > Triệu VND > 74.787 > 25.625 > - > 25.625,Lợi nhuận sau thuế > Triệu VND > 564.415 > 603.084 > 602.472 > -,Cộng > Triệu VND > 5.807.109 > 679.960 > 602.472 > 76.876,numeric__Vốn góp/Vốn điều lệ > Triệu VND > 5.000.000 > -,numeric__Thăng dư vốn cổ phần > Triệu VND > 7.398 > -,numeric__Quỹ Đầu tư phát triển > Triệu VND > 564 > -,numeric__Quỹ Dự phòng tài chính > Triệu VND > 159.945 > 51.251 > - > 51.251,numeric__Quỹ dự trữ bổ sung vốn điều lệ > Triệu VND > 74.787 > 25.625 > - > 25.625,numeric__Lợi nhuận sau thuế > Triệu VND > 564.415 > 603.084 > 602.472 > -,numeric__Cộng > Triệu VND > 5.807.109 > 679.960 > 602.472 > 76.876
Tăng khác,Tăng khác,Tăng khác,-,-,-,-,-,612,612,,,,,,612.0,612.0
Giảm trong năm,Giảm trong năm,Giảm trong năm,-,-,-,-,-,(112.457),(112.457),,,,,,-112457.0,-112457.0
Trích bổ sung các quỹ từ lợi nhuận năm trước (*),Trích bổ sung các quỹ từ lợi nhuận năm trước (*),Trích bổ sung các quỹ từ lợi nhuận năm trước (*),-,-,-,-,-,(112.457),(112.457),,,,,,-112457.0,-112457.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,5.000.000,7.398,564,211.196,100.412,1.055.042,6.374.612,5000000.0,7398.0,564.0,211196.0,100412.0,1055042.0,6374612.0
