row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,563.511.742.958,323.731.488.152,563511742958.0,323731488152.0
Thu từ hoạt động kinh doanh khác,Thu từ hoạt động kinh doanh khác,Thu từ hoạt động kinh doanh khác,362.122.372.693,32.143.239.412,362122372693.0,32143239412.0
Thu từ nợ đã xử lý rủi ro,Thu từ nợ đã xử lý rủi ro,Thu từ nợ đã xử lý rủi ro,133.087.089.496,157.003.803.154,133087089496.0,157003803154.0
Thu nhập từ thanh lý tài sản,Thu nhập từ thanh lý tài sản,Thu nhập từ thanh lý tài sản,888.813.636,83.521.994.999,888813636.0,83521994999.0
Thu khác,Thu khác,Thu khác,67.413.467.133,51.062.450.587,67413467133.0,51062450587.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,(162.614.061.354),(112.734.049.475),-162614061354.0,-112734049475.0
Chi về hoạt động kinh doanh khác,Chi về hoạt động kinh doanh khác,Chi về hoạt động kinh doanh khác,(83.112.270.688),(23.809.566.385),-83112270688.0,-23809566385.0
Chi phí từ thanh lý tài sản,Chi phí từ thanh lý tài sản,Chi phí từ thanh lý tài sản,(677.205.507),(38.057.490.869),-677205507.0,-38057490869.0
Chi khác,Chi khác,Chi khác,(78.824.585.159),(50.866.992.221),-78824585159.0,-50866992221.0
,,,400.897.681.604,210.997.438.677,400897681604.0,210997438677.0
