row_label_raw,row_label_full,col_0,Thuyết minh,Năm nay VND,Năm trước VND,numeric__Thuyết minh,numeric__Năm nay VND,numeric__Năm trước VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
Thụ nhập lãi và các khoản thu nhập tương tự nhận được,Thụ nhập lãi và các khoản thu nhập tương tự nhận được,Thụ nhập lãi và các khoản thu nhập tương tự nhận được,,11.778.734.321.870(5.643.668.300.733),10.675.893.409.957(5.554.040.300.033),,,
Chi phí lãi và các chi phí tương tự đã trả,Chi phí lãi và các chi phí tương tự đã trả,Chi phí lãi và các chi phí tương tự đã trả,,,,,,
Thu nhập từ hoạt động dịch vụ nhận được,Chi phí lãi và các chi phí tương tự đã trả > Thu nhập từ hoạt động dịch vụ nhận được,Thu nhập từ hoạt động dịch vụ nhận được,,784.410.124.817,790.561.444.289,,784410124817.0,790561444289.0
"Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)","Chi phí lãi và các chi phí tương tự đã trả > Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)","Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",,1.961.037.845.850273.383.163.465,1.936.449.621.750(10.897.367.567),,1.9610378458502734e+24,
Thu nhập khác/(chi phí khác),Thu nhập khác/(chi phí khác),Thu nhập khác/(chi phí khác),,,,,,
"Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","Thu nhập khác/(chi phí khác) > Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro",33,133.087.089.496,157.003.803.154,33.0,133087089496.0,157003803154.0
Tiền chi trả cho nhân viên và hoạt động quản lý công vụ,Thu nhập khác/(chi phí khác) > Tiền chi trả cho nhân viên và hoạt động quản lý công vụ,Tiền chi trả cho nhân viên và hoạt động quản lý công vụ,,(2.393.427.646.273),(2.146.007.177.558),,-2393427646273.0,-2146007177558.0
Tiền thuế thu nhập thực nộp trong năm,Thu nhập khác/(chi phí khác) > Tiền thuế thu nhập thực nộp trong năm,Tiền thuế thu nhập thực nộp trong năm,24,(1.154.658.377.336),(762.881.768.657),24.0,-1154658377336.0,-762881768657.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,Thu nhập khác/(chi phí khác) > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,,5.738.898.221.156,5.086.081.665.335,,5738898221156.0,5086081665335.0
Những thay đổi về tài sản hoạt động(Tăng)/giảm các khoản tiền gửi tại và cho vay các TCTD khác,Thu nhập khác/(chi phí khác) > Những thay đổi về tài sản hoạt động(Tăng)/giảm các khoản tiền gửi tại và cho vay các TCTD khác,Những thay đổi về tài sản hoạt động(Tăng)/giảm các khoản tiền gửi tại và cho vay các TCTD khác,,(267.496.751.992),1.945.505.092.769,,-267496751992.0,1945505092769.0
Tăng các khoản về kinh doanh chứng khoán,Thu nhập khác/(chi phí khác) > Tăng các khoản về kinh doanh chứng khoán,Tăng các khoản về kinh doanh chứng khoán,,(11.008.827.893.127),(12.338.249.152.057),,-11008827893127.0,-12338249152057.0
(Tăng)/giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,(Tăng)/giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,(Tăng)/giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,,(60.218.702.620)(12.423.513.872.301),5.214.837.167(18.537.145.094.431),,,
Tăng các khoản cho vay khách hàng,Tăng các khoản cho vay khách hàng,Tăng các khoản cho vay khách hàng,,,,,,
Giảm nguồn dự phòng để bù đắp tổn thất,Tăng các khoản cho vay khách hàng > Giảm nguồn dự phòng để bù đắp tổn thất,Giảm nguồn dự phòng để bù đắp tổn thất,11,(821.923.486.855),(1.048.585.006.124),11.0,-821923486855.0,-1048585006124.0
Tăng khác về tài sản hoạt động,Tăng các khoản cho vay khách hàng > Tăng khác về tài sản hoạt động,Tăng khác về tài sản hoạt động,,(2.956.216.736.845),(2.424.949.025.131),,-2956216736845.0,-2424949025131.0
Những thay đổi về công nợ hoạt độngGiảm các khoản nợ Chính phủ và NHNN,Tăng các khoản cho vay khách hàng > Những thay đổi về công nợ hoạt độngGiảm các khoản nợ Chính phủ và NHNN,Những thay đổi về công nợ hoạt độngGiảm các khoản nợ Chính phủ và NHNN,,(21.583.349.032),(18.066.016.177),,-21583349032.0,-18066016177.0
"Tăng các khoản tiền gửi, tiền vay các TCTD","Tăng các khoản cho vay khách hàng > Tăng các khoản tiền gửi, tiền vay các TCTD","Tăng các khoản tiền gửi, tiền vay các TCTD",,9.200.303.611.852,4.468.855.008.937,,9200303611852.0,4468855008937.0
Tăng tiền gửi của khách hàng,Tăng các khoản cho vay khách hàng > Tăng tiền gửi của khách hàng,Tăng tiền gửi của khách hàng,,11.633.237.164.775,18.029.319.316.328,,11633237164775.0,18029319316328.0
Tăng phát hành giấy tờ có giá,Tăng các khoản cho vay khách hàng > Tăng phát hành giấy tờ có giá,Tăng phát hành giấy tờ có giá,,6.294.087.500.000,4.569.996.517.793,,6294087500000.0,4569996517793.0
"Tăng vốn tài trợ, uỷ thác đầu tư, cho vay mà TCTD chịu rủi ro","Tăng các khoản cho vay khách hàng > Tăng vốn tài trợ, uỷ thác đầu tư, cho vay mà TCTD chịu rủi ro","Tăng vốn tài trợ, uỷ thác đầu tư, cho vay mà TCTD chịu rủi ro",,60.982.125.407,306.967.407.228,,60982125407.0,306967407228.0
Tăng khác về công nợ hoạt động,Tăng các khoản cho vay khách hàng > Tăng khác về công nợ hoạt động,Tăng khác về công nợ hoạt động,,195.743.108.533,638.819.133.289,,195743108533.0,638819133289.0
Chi từ các quỹ của tổ chức tín dụng,Tăng các khoản cho vay khách hàng > Chi từ các quỹ của tổ chức tín dụng,Chi từ các quỹ của tổ chức tín dụng,23,(7.141.333.333),(2.439.800.000),23.0,-7141333333.0,-2439800000.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,Tăng các khoản cho vay khách hàng > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,5.556.329.605.618,681.324.884.926,,5556329605618.0,681324884926.0
