row_label_raw,row_label_full,Chưa quá hạn và chưa bị giảm giá VND,Đã quá hạn và chưa bị giảm giá VND,Đã quá hạn và đã trích lập dự phòng VND,Tổng cộng VND,numeric__Đã quá hạn và chưa bị giảm giá VND,numeric__Đã quá hạn và đã trích lập dự phòng VND,numeric__Tổng cộng VND
22.594.539.046.752,22.594.539.046.752,22.594.539.046.752,-,-,22.594.539.046.752,,,22594539046752.0
21.131.422.167.710,21.131.422.167.710,21.131.422.167.710,-,-,21.131.422.167.710,,,21131422167710.0
1.463.116.879.042,1.463.116.879.042,1.463.116.879.042,-,-,1.463.116.879.042,,,1463116879042.0
4.565.000.020.000,4.565.000.020.000,4.565.000.020.000,-,-,4.565.000.020.000,,,4565000020000.0
97.624.968.042.261,97.624.968.042.261,97.624.968.042.261,1.060.240.992.113,3.366.191.004.081,102.051.400.038.455,1060240992113.0,3366191004081.0,102051400038455.0
40.980.428.800.914,40.980.428.800.914,40.980.428.800.914,-,-,40.980.428.800.914,,,40980428800914.0
7.977.541.066.890,7.977.541.066.890,7.977.541.066.890,-,4.800.000.000,7.982.341.066.890,,4800000000.0,7982341066890.0
173.742.476.976.817,173.742.476.976.817,173.742.476.976.817,1.060.240.992.113,3.370.991.004.081,178.173.708.973.011,1060240992113.0,3370991004081.0,178173708973011.0
