row_label_raw,row_label_full,col_0,Thuyết minh,Năm nay VND,Năm trước VND,numeric__Thuyết minh,numeric__Năm nay VND,numeric__Năm trước VND
Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,27,11.720.101.268.150,10.793.397.261.084,27.0,11720101268150.0,10793397261084.0
Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,28,(5.954.516.274.613),(5.811.686.078.906),28.0,-5954516274613.0,-5811686078906.0
Thu nhập lãi thuần,Thu nhập lãi thuần,Thu nhập lãi thuần,,5.765.584.993.537,4.981.711.182.178,,5765584993537.0,4981711182178.0
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,,867.740.348.909,919.453.712.165,,867740348909.0,919453712165.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,,(83.239.622.627),(78.892.267.876),,-83239622627.0,-78892267876.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,29,784.500.726.282,840.561.444.289,29.0,784500726282.0,840561444289.0
Lãi thuần từ hoạt động kinh doanh ngoại hối,Lãi thuần từ hoạt động kinh doanh ngoại hối,Lãi thuần từ hoạt động kinh doanh ngoại hối,30,99.732.528.303,94.975.111.343,30.0,99732528303.0,94975111343.0
Lãi thuần từ mua bán chứng khoán kinh doanh,Lãi thuần từ mua bán chứng khoán kinh doanh,Lãi thuần từ mua bán chứng khoán kinh doanh,31,123.818.226.554,130.768.950.000,31.0,123818226554.0,130768950000.0
Lãi thuần từ mua bán chứng khoán đầu tư,Lãi thuần từ mua bán chứng khoán đầu tư,Lãi thuần từ mua bán chứng khoán đầu tư,32,1.744.618.886.811,1.751.950.864.090,32.0,1744618886811.0,1751950864090.0
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,,563.511.742.958,323.731.488.152,,563511742958.0,323731488152.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,,(162.614.061.354),(112.734.049.475),,-162614061354.0,-112734049475.0
Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,33,400.897.681.604,210.997.438.677,33.0,400897681604.0,210997438677.0
Thu nhập từ góp vốn mua cổ phần,Thu nhập từ góp vốn mua cổ phần,Thu nhập từ góp vốn mua cổ phần,,-,1.901.800.000,,,1901800000.0
TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,,8.919.153.043.091,8.012.866.790.577,,8919153043091.0,8012866790577.0
CHI PHÍ HOẠT ĐỘNG,CHI PHÍ HOẠT ĐỘNG,CHI PHÍ HOẠT ĐỘNG,34,(2.402.923.565.171),(2.330.118.602.224),34.0,-2402923565171.0,-2330118602224.0
Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,,6.516.229.477.920,5.682.748.188.353,,6516229477920.0,5682748188353.0
Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,,(997.676.515.651),(1.263.439.294.228),,-997676515651.0,-1263439294228.0
TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,,5.518.552.962.269,4.419.308.894.125,,5518552962269.0,4419308894125.0
Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,35,(1.113.593.994.467),(884.536.684.612),35.0,-1113593994467.0,-884536684612.0
Chi phí thuế thu nhập doanh nghiệp,Chi phí thuế thu nhập doanh nghiệp,Chi phí thuế thu nhập doanh nghiệp,35,(1.113.593.994.467),(884.536.684.612),35.0,-1113593994467.0,-884536684612.0
LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,,4.404.958.967.802,3.534.772.209.513,,4404958967802.0,3534772209513.0
Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),26,3.188,2.798,26.0,3188.0,2798.0
