row_label_raw,row_label_full,col_0,Số dư cuối năm VND,Số dư đầu năm VND,numeric__Số dư cuối năm VND,numeric__Số dư đầu năm VND
Các khoản phải thu nội bộ,Các khoản phải thu nội bộ,Các khoản phải thu nội bộ,111.634.639.953,60.981.499.542,111634639953.0,60981499542.0
Các khoản phải thu bên ngoài:,Các khoản phải thu bên ngoài:,Các khoản phải thu bên ngoài:,6.410.311.644.010,3.715.544.623.582,6410311644010.0,3715544623582.0
- Phải thu từ thư tín dụng trả chậm có điều khoản thanh toán ngay (i),- Phải thu từ thư tín dụng trả chậm có điều khoản thanh toán ngay (i),- Phải thu từ thư tín dụng trả chậm có điều khoản thanh toán ngay (i),4.837.367.513.959,1.506.416.189.388,4837367513959.0,1506416189388.0
- Phải thu từ dịch vụ thanh toán,- Phải thu từ dịch vụ thanh toán,- Phải thu từ dịch vụ thanh toán,1.174.338.315.334,520.597.995.236,1174338315334.0,520597995236.0
- Phải thu hợp tác đầu tư (ii),- Phải thu hợp tác đầu tư (ii),- Phải thu hợp tác đầu tư (ii),199.710.728.960,197.656.340.804,199710728960.0,197656340804.0
- Đặt cọc thuê nhà và ký quỹ hoạt động khác,- Đặt cọc thuê nhà và ký quỹ hoạt động khác,- Đặt cọc thuê nhà và ký quỹ hoạt động khác,55.876.779.106,43.470.984.546,55876779106.0,43470984546.0
- Tạm ứng án phí,- Tạm ứng án phí,- Tạm ứng án phí,25.423.491.071,24.372.786.792,25423491071.0,24372786792.0
- Phải thu từ dịch vụ hỗ trợ đại lý bảo hiểm,- Phải thu từ dịch vụ hỗ trợ đại lý bảo hiểm,- Phải thu từ dịch vụ hỗ trợ đại lý bảo hiểm,90.601.465,50.024.303.600,90601465.0,50024303600.0
- Thuế phải thu,- Thuế phải thu,- Thuế phải thu,505.746.922,76.779.234,505746922.0,76779234.0
- Phải thu từ bán trái phiếu,- Phải thu từ bán trái phiếu,- Phải thu từ bán trái phiếu,-,1.232.356.653.000,,1232356653000.0
- Các khoản phải thu khác,- Các khoản phải thu khác,- Các khoản phải thu khác,116.998.467.193,140.572.590.982,116998467193.0,140572590982.0
,,,6.521.946.283.963,3.776.526.123.124,6521946283963.0,3776526123124.0
