row_label_raw,row_label_full,Số đầu năm,Năm nay > 8.868.438.950,Ngàn VNDNăm trước > 7.671.438.950,numeric__Năm nay > 8.868.438.950,numeric__Ngàn VNDNăm trước > 7.671.438.950
Chuyển đổi trái phiếu thànhcổ phiếu phổ thông (TM số 23.1),Chuyển đổi trái phiếu thànhcổ phiếu phổ thông (TM số 23.1),Chuyển đổi trái phiếu thànhcổ phiếu phổ thông (TM số 23.1),2.217.100.000,-,2217100000.0,
Tăng vốn trong năm,Tăng vốn trong năm,Tăng vốn trong năm,-,1.197.000.000,,1197000000.0
Số cuối năm,Số cuối năm,Số cuối năm,11.085.538.950,8.868.438.950,11085538950.0,8868438950.0
