row_label_raw,row_label_full,col_0,Số đầu năm,Tăng trong năm,Giảm trong năm,Ngân VND Số cuối năm,numeric__Số đầu năm,numeric__Tăng trong năm,numeric__Giảm trong năm,numeric__Ngân VND Số cuối năm
Thuế TNDN (TM số 32.1),Thuế TNDN (TM số 32.1),Thuế TNDN (TM số 32.1),30.335.388,480.804,(11.069.339),19.746.853,30335388.0,480804.0,-11069339.0,19746853.0
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,6.822.116,57.847.902,(64.670.018),-,6822116.0,57847902.0,-64670018.0,
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,6.082.410,4.594.482,(4.965.172),5.711.720,6082410.0,4594482.0,-4965172.0,5711720.0
Thuế khác,Thuế khác,Thuế khác,2.825.803,1.367.196,(4.192.999),-,2825803.0,1367196.0,-4192999.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,46.065.717,64.290.384,(84.897.528),25.458.573,46065717.0,64290384.0,-84897528.0,25458573.0
