row_label_raw,row_label_full,col_0,Năm nay,Ngân VNDNăm trước,numeric__Năm nay,numeric__Ngân VNDNăm trước
Doanh thu bán trái cây,Doanh thu bán trái cây,Doanh thu bán trái cây,1.243.174.162,2.351.617.889,1243174162.0,2351617889.0
Doanh thu bán mũ cao su,Doanh thu bán mũ cao su,Doanh thu bán mũ cao su,341.922.013,345.167.899,341922013.0,345167899.0
"Doanh thu bán hàng hóa, hàng phụ phẩm, phế phẩm","Doanh thu bán hàng hóa, hàng phụ phẩm, phế phẩm","Doanh thu bán hàng hóa, hàng phụ phẩm, phế phẩm",176.705.580,292.364.339,176705580.0,292364339.0
Doanh thu bán ót,Doanh thu bán ót,Doanh thu bán ót,38.704.084,496.448.129,38704084.0,496448129.0
Doanh thu từ cung cấp dịch vụ,Doanh thu từ cung cấp dịch vụ,Doanh thu từ cung cấp dịch vụ,10.269.191,10.917.384,10269191.0,10917384.0
Doanh thu bán bò,Doanh thu bán bò,Doanh thu bán bò,-,126.874.935,,126874935.0
Doanh thu bán tiêu,Doanh thu bán tiêu,Doanh thu bán tiêu,-,38.214.213,,38214213.0
Doanh thu bán căn hộ,Doanh thu bán căn hộ,Doanh thu bán căn hộ,-,26.740.589,,26740589.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.810.775.030,3.688.345.377,1810775030.0,3688345377.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu thuần với các bên liên quan,Trong đó: > Doanh thu thuần với các bên liên quan,Doanh thu thuần với các bên liên quan,1.019.035.719,584.274.041,1019035719.0,584274041.0
Doanh thu thuần với bên thứ ba,Trong đó: > Doanh thu thuần với bên thứ ba,Doanh thu thuần với bên thứ ba,791.739.311,3.104.071.336,791739311.0,3104071336.0
