row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Phải trả người bán hàng hóa và cung cấp dịch vụ,Phải trả người bán hàng hóa và cung cấp dịch vụ,Phải trả người bán hàng hóa và cung cấp dịch vụ,910.462.831,377.901.730,910462831.0,377901730.0
- Thadi,- Thadi,- Thadi,207.569.778,-,207569778.0,
"- Công ty TNHH MTV Daun Penh Agrico (""Daun Penh"")","- Công ty TNHH MTV Daun Penh Agrico (""Daun Penh"")","- Công ty TNHH MTV Daun Penh Agrico (""Daun Penh"")",91.845.863,-,91845863.0,
"- Công ty TNHH Bình Phước Kratie 2 (""Bình Phước Kratie"")","- Công ty TNHH Bình Phước Kratie 2 (""Bình Phước Kratie"")","- Công ty TNHH Bình Phước Kratie 2 (""Bình Phước Kratie"")",73.677.590,-,73677590.0,
- Công ty Cổ phần lapacco,- Công ty Cổ phần lapacco,- Công ty Cổ phần lapacco,42.273.048,17.788.694,42273048.0,17788694.0
- Các nhà cung cấp khác,- Các nhà cung cấp khác,- Các nhà cung cấp khác,495.096.552,360.113.036,495096552.0,360113036.0
Phải trả người bán máy móc và thiết bị,Phải trả người bán máy móc và thiết bị,Phải trả người bán máy móc và thiết bị,32.172.611,29.265.527,32172611.0,29265527.0
Phải trả nhà thầu xây dựng,Phải trả nhà thầu xây dựng,Phải trả nhà thầu xây dựng,42.237.312,6.558.393,42237312.0,6558393.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,984.872.754,413.725.650,984872754.0,413725650.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải trả các bên thứ ba,Trong đó: > Phải trả các bên thứ ba,Phải trả các bên thứ ba,462.901.219,351.378.057,462901219.0,351378057.0
Phải trả các bên liên quan (TM số 33),Trong đó: > Phải trả các bên liên quan (TM số 33),Phải trả các bên liên quan (TM số 33),521.971.535,62.347.593,521971535.0,62347593.0
