row_label_raw,row_label_full,"Ngân hàng Thương mạiCổ phần Đầu tư và Phát triển Việt Nam (""BIDV"")",Số cuối năm > 1.877.239.318,Số đầu năm > 1.888.233.421,"Ngân VNDMục đích vay > Tài trợ dự án cao su, cọ đầu và bổ sung vốn lưu động",numeric__Số cuối năm > 1.877.239.318,numeric__Số đầu năm > 1.888.233.421,"numeric__Ngân VNDMục đích vay > Tài trợ dự án cao su, cọ đầu và bổ sung vốn lưu động"
"Ngân hàng Thương mại Cổ phần Phát triển Thành phố Hồ Chí Minh (""HD Bank"")","Ngân hàng Thương mại Cổ phần Phát triển Thành phố Hồ Chí Minh (""HD Bank"")","Ngân hàng Thương mại Cổ phần Phát triển Thành phố Hồ Chí Minh (""HD Bank"")",952.352.906,1.034.341.177,"Tài trợ dự án cao su, cọ đầu, cây ăn trái và bổ sung vốn lưu động",952352906.0,1034341177.0,
"Ngân hàng Liên doanh Lào Việt (""Laos - Viet Bank"")","Ngân hàng Liên doanh Lào Việt (""Laos - Viet Bank"")","Ngân hàng Liên doanh Lào Việt (""Laos - Viet Bank"")",822.882.246,903.442.605,"Tài trợ dự án cao su, cọ đầu, nuôi bò",822882246.0,903442605.0,
"Ngân hàng Thương mạiCổ phần Sài Gòn Thương Tín (""Sacombank"")","Ngân hàng Thương mạiCổ phần Sài Gòn Thương Tín (""Sacombank"")","Ngân hàng Thương mạiCổ phần Sài Gòn Thương Tín (""Sacombank"")",553.088.603,1.004.832.520,"Tài trợ dự án cao su, cọ đầu và bổ sung vốn lưu động",553088603.0,1004832520.0,
"Ngân hàng Thương mạiCổ phần Tiên Phong (""TPbank"")","Ngân hàng Thương mạiCổ phần Tiên Phong (""TPbank"")","Ngân hàng Thương mạiCổ phần Tiên Phong (""TPbank"")",100.000.000,250.000.000,"Tài trợ dự án cao su, cây ăn trái",100000000.0,250000000.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,4.305.563.073,5.080.849.723,,4305563073.0,5080849723.0,
Trong đó:Vay dài hạnVay dài hạn đến hạn trả,Trong đó:Vay dài hạnVay dài hạn đến hạn trả,Trong đó:Vay dài hạnVay dài hạn đến hạn trả,3.095.659.5651.209.903.508,4.318.640.316762.209.407,,3.0956595651209904e+19,4.3186403167622093e+18,
