row_label_raw,row_label_full,Ngoi tê céc loài,31/12/2018,01/01/2018,numeric__31/12/2018,numeric__01/01/2018
- Dollar Mý (USD),- Dollar Mý (USD),- Dollar Mý (USD),"2.833.053,07","71.664,80",2833053.07,71664.8
- Bàng Anh (EUR),- Bàng Anh (EUR),- Bàng Anh (EUR),"42.020,04","873,45",42020.04,873.45
- Do la Hùng Kòng (HKD),- Do la Hùng Kòng (HKD),- Do la Hùng Kòng (HKD),"14.860,00",,14860.0,
- Nhan dán tê (CNY),- Nhan dán tê (CNY),- Nhan dán tê (CNY),"19.175,00",,19175.0,
