row_label_raw,row_label_full,THUẾ VÀ CÁC KHOẢN PHẢI NỘP NHÀ NƯỚC,THUẾ VÀ CÁC KHOẢN PHẢI NỘP NHÀ NƯỚC_1,THUẾ VÀ CÁC KHOẢN PHẢI NỘP NHÀ NƯỚC_2,THUẾ VÀ CÁC KHOẢN PHẢI NỘP NHÀ NƯỚC_3,THUẾ VÀ CÁC KHOẢN PHẢI NỘP NHÀ NƯỚC_4,THUẾ VÀ CÁC KHOẢN PHẢI NỘP NHÀ NƯỚC_5,THUẾ VÀ CÁC KHOẢN PHẢI NỘP NHÀ NƯỚC_6,numeric__THUẾ VÀ CÁC KHOẢN PHẢI NỘP NHÀ NƯỚC_1,numeric__THUẾ VÀ CÁC KHOẢN PHẢI NỘP NHÀ NƯỚC_2,numeric__THUẾ VÀ CÁC KHOẢN PHẢI NỘP NHÀ NƯỚC_3,numeric__THUẾ VÀ CÁC KHOẢN PHẢI NỘP NHÀ NƯỚC_4,numeric__THUẾ VÀ CÁC KHOẢN PHẢI NỘP NHÀ NƯỚC_5,numeric__THUẾ VÀ CÁC KHOẢN PHẢI NỘP NHÀ NƯỚC_6
,,,01/01/2018,01/01/2018,01/01/2018,31/12/2018,31/12/2018,31/12/2018,,,,,,
,,,Phải thu,Phải nộp,Số phải nộp trong năm,Số đã thực nộp trong năm,Phải thu,Phải nộp,,,,,,
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,8.483.832.220,30.482.888.352,93.162.589.424,125.042.876.996,,15.457.783.457,8483832220.0,30482888352.0,93162589424.0,125042876996.0,,15457783457.0
Thuế GTGT hàng nhập khẩu,Thuế GTGT hàng nhập khẩu,Thuế GTGT hàng nhập khẩu,,,5.003.548.800,5.003.548.800,,,,,5003548800.0,5003548800.0,,
Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,,1.228.401,9.750.005,10.760.987,,217.419,,1228401.0,9750005.0,10760987.0,,217419.0
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,300.066.780,34.925.571.967,113.796.822.751,120.395.494.628,373.353.321,108.436.259.920,300066780.0,34925571967.0,113796822751.0,120395494628.0,373353321.0,108436259920.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,2.386.638.026,4.286.369.039,9.718.013.904,15.866.184.132,4.608.226.261,8.428.052.281,2386638026.0,4286369039.0,9718013904.0,15866184132.0,4608226261.0,8428052281.0
Thuế nhà đất và tiền thuê đất,Thuế nhà đất và tiền thuê đất,Thuế nhà đất và tiền thuê đất,,,1.929.794.900,1.929.794.900,,,,,1929794900.0,1929794900.0,,
"Các khoản phí, lệ phí, thuế khác","Các khoản phí, lệ phí, thuế khác","Các khoản phí, lệ phí, thuế khác",420.221.208,4.023.189,306.138.190,292.498.659,420.954.408,43.938.721,420221208.0,4023189.0,306138190.0,292498659.0,420954408.0,43938721.0
Cộng,Cộng,Cộng,11.590.758.234,69.700.080.948,223.926.657.974,268.541.159.102,5.402.533.990,132.366.251.798,11590758234.0,69700080948.0,223926657974.0,268541159102.0,5402533990.0,132366251798.0
