row_label_raw,row_label_full,Chỉ tiêu > Năm 2018,Bắt động sản,Xây dựng,Thương mại,Doanh thu khác,Tổng,numeric__Bắt động sản,numeric__Xây dựng,numeric__Thương mại,numeric__Doanh thu khác,numeric__Tổng
Doanh thu thuần về bán hàng và cung cấp dịch vụ ra bên ngoài,Doanh thu thuần về bán hàng và cung cấp dịch vụ ra bên ngoài,Doanh thu thuần về bán hàng và cung cấp dịch vụ ra bên ngoài,372.512.248.005,80.644.044.449,1.542.162.877.812,6.891.809.049.015,8.887.128.219.281,372512248005.0,80644044449.0,1542162877812.0,6891809049015.0,8887128219281.0
Tài sản bộ phận,Tài sản bộ phận,Tài sản bộ phận,3.201.926.183.787,507.715.526.225,868.456.695.557,6.438.960.306.820,11.017.058.712.389,3201926183787.0,507715526225.0,868456695557.0,6438960306820.0,11017058712389.0
Tổng chí phí đã phát sinh để mua tài sản cố định và các tài sản dài hạn khác,Tổng chí phí đã phát sinh để mua tài sản cố định và các tài sản dài hạn khác,Tổng chí phí đã phát sinh để mua tài sản cố định và các tài sản dài hạn khác,,,,,(129.650.543.858),,,,,-129650543858.0
Năm 2017,Năm 2017,Năm 2017,,,,,,,,,,
Chỉ tiêu,Chỉ tiêu,Chỉ tiêu,Bắt động sản,Xây dựng,Thương mại,Doanh thu khác,Tổng,,,,,
Doanh thu thuần về bán hàng và cung cấp dịch vụ ra bên ngoài,Chỉ tiêu > Doanh thu thuần về bán hàng và cung cấp dịch vụ ra bên ngoài,Doanh thu thuần về bán hàng và cung cấp dịch vụ ra bên ngoài,400.994.072.602,81.612.643.963,544.850.573.455,1.073.323.990.977,2.100.781.280.997,400994072602.0,81612643963.0,544850573455.0,1073323990977.0,2100781280997.0
Tài sản bộ phận,Chỉ tiêu > Tài sản bộ phận,Tài sản bộ phận,6.169.545.005.264,249.240.233.693,739.571.136.300,1.084.968.740.725,8.243.325.115.982,6169545005264.0,249240233693.0,739571136300.0,1084968740725.0,8243325115982.0
Tổng chí phí đã phát sinh để mua tài sản cố định và các tài sản dài hạn khác,Chỉ tiêu > Tổng chí phí đã phát sinh để mua tài sản cố định và các tài sản dài hạn khác,Tổng chí phí đã phát sinh để mua tài sản cố định và các tài sản dài hạn khác,,,,,(84.194.162.298),,,,,-84194162298.0
