row_label_raw,row_label_full,31/12/2018,01/01/2018,numeric__01/01/2018
103.419.766.037,103.419.766.037,103.419.766.037,67.439.783.130,67439783130.0
5.143.773,5.143.773,5.143.773,5.143.773,5143773.0
1.666.132.985,1.666.132.985,1.666.132.985,63.119.114,63119114.0
547.428.099,547.428.099,547.428.099,798.576.716,798576716.0
48.046.327,48.046.327,48.046.327,92.516.933,92516933.0
11.562.680,11.562.680,11.562.680,59.285.352,59285352.0
9.940.117.500,9.940.117.500,9.940.117.500,,
1.667.031.000,1.667.031.000,1.667.031.000,,
89.534.303.673,1.667.031.000 > 89.534.303.673,89.534.303.673,66.421.141.242,66421141242.0
,,,24.000.000.000,24000000000.0
,,,20.006.114.149,20006114149.0
3.004.778.834,1.667.031.000 > 3.004.778.834,3.004.778.834,3.004.118.969,3004118969.0
72.007.313.066,1.667.031.000 > 72.007.313.066,72.007.313.066,20.548.790.849,20548790849.0
1.404.509.219,1.667.031.000 > 1.404.509.219,1.404.509.219,2.077.499.019,2077499019.0
800.000.000,800.000.000,800.000.000,,
604.509.219,800.000.000 > 604.509.219,604.509.219,2.077.499.019,2077499019.0
104.824.275.256,800.000.000 > 104.824.275.256,104.824.275.256,69.517.282.149,69517282149.0
