row_label_raw,row_label_full,Mã số,Chỉ tiêu,Thuyết minh,Năm 2018,Năm 2017,numeric__Chỉ tiêu,numeric__Thuyết minh,numeric__Năm 2018,numeric__Năm 2017
,,,III. Lưu chuyển tiền từ hoạt động tài chính,,,,,,,
31,31,31,"- Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",,2.981.222.500,,,,2981222500.0,
32,32,32,"- Tiền chỉ trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",,,,,,,
33,32 > 33,33,- Tiền thu từ di vay,,9.231.522.360.821,2.043.726.121.645,,,9231522360821.0,2043726121645.0
34,32 > 34,34,- Tiền trả nợ gốc vay,,(9.040.191.592.993),(1.827.217.618.532),,,-9040191592993.0,-1827217618532.0
35,32 > 35,35,- Tiền trả nợ gốc thuê tài chính,,(96.515.320.034),(5.338.922.350),,,-96515320034.0,-5338922350.0
36,32 > 36,36,"- Cổ tức, lợi nhuận đã trả cho chủ sở hữu",,(90.288.088.755),,,,-90288088755.0,
40,32 > 40,40,Lưu chuyển tiền thuần từ hoạt động tài chính,,7.508.581.539,211.169.580.763,,,7508581539.0,211169580763.0
50,32 > 50,50,Lưu chuyển tiền thuần trong kỳ,,235.222.898.201,41.699.092.009,,,235222898201.0,41699092009.0
60,32 > 60,60,Tiền và tương đương tiền đầu kỳ,,253.200.049.001,211.492.893.500,,,253200049001.0,211492893500.0
61,32 > 61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,13.847.831.909,8.063.492.,,,13847831909.0,8063492.0
70,32 > 70,70,Tiền và tương đương tiền cuối kỳ,,502.270.779.111,253.200.049.001,,,502270779111.0,253200049001.0
