row_label_raw,row_label_full,31/12/2018,01/01/2018,numeric__01/01/2018
3.222.837.523,3.222.837.523,3.222.837.523,738.006.937,738006937.0
2.693.882.276,2.693.882.276,2.693.882.276,56.136.667,56136667.0
528.955.247,528.955.247,528.955.247,681.870.270,681870270.0
104.517.339.928,104.517.339.928,104.517.339.928,100.419.124.815,100419124815.0
53.717.829.554,53.717.829.554,53.717.829.554,54.859.487.820,54859487820.0
22.565.150.529,22.565.150.529,22.565.150.529,6.088.778.290,6088778290.0
28.234.359.845,28.234.359.845,28.234.359.845,39.470.858.705,39470858705.0
7.995.635.528,7.995.635.528,7.995.635.528,11.056.497.150,11056497150.0
7.995.635.528,7.995.635.528,7.995.635.528,11.056.497.150,11056497150.0
165.970.267.727,165.970.267.727,165.970.267.727,386.174.820.237,386174820237.0
165.970.267.727,165.970.267.727,165.970.267.727,386.174.820.237,386174820237.0
281.706.080.706,281.706.080.706,281.706.080.706,498.388.449.139,498388449139.0
