row_label_raw,row_label_full,col_0,Dự phòng giảm giá đầu tư dài hạn Triệu đồng,Tổng Triệu đồng,numeric__Dự phòng giảm giá đầu tư dài hạn Triệu đồng,numeric__Tổng Triệu đồng
Số dư tại ngày 01 tháng 01 năm 2014,Số dư tại ngày 01 tháng 01 năm 2014,Số dư tại ngày 01 tháng 01 năm 2014,67.946,67.946,67946.0,67946.0
Số dự phòng trích lập trong năm,Số dự phòng trích lập trong năm,Số dự phòng trích lập trong năm,8.472,8.472,8472.0,8472.0
Sử dụng dự phòng để bù đắp khoản đầu tư không thu hồi được,Sử dụng dự phòng để bù đắp khoản đầu tư không thu hồi được,Sử dụng dự phòng để bù đắp khoản đầu tư không thu hồi được,(803),(803),-803.0,-803.0
Số dư tại ngày 31 tháng 12 năm 2014,Số dư tại ngày 31 tháng 12 năm 2014,Số dư tại ngày 31 tháng 12 năm 2014,75.615,75.615,75615.0,75615.0
